id,nom,pays,naissance,sexe,id,titre,annee,nbSpectateurs,idRealisateur,idGenre
112197,Yann Moix,France,,M,34279,Cinéman,2009,,112197,35
16862,Claude Lelouch,France,1937-10-30,M,34280,L'Aventure c'est l'aventure,1972,,16862,12
59,Luc Besson,France,1959-03-18,M,35552,Les Aventures extraordinaires d'Adèle Blanc-Sec,2010,4262500,59,14
15488,Ken Loach,UK,1936-06-17,M,35824,The Navigators,2001,,15488,18
54222,Jean-Paul Salomé,France,1960-09-14,M,35831,Belphégor - Le fantôme du Louvre,2001,,54222,14
16767,Aki Kaurismäki,Finland,1957-04-04,M,36108,Chacun son cinéma,2007,,16767,35
3776,Jean-Luc Godard,France,1930-12-03,M,36140,Loin du Vietnam,1967,,3776,10752
95901,Bruno Dumont,France,1958-03-14,M,36143,Flandres,2006,,95901,10752
13848,Charlie Chaplin,UK,1889-04-16,M,36208,Une vie de chien,1918,,13848,35
10702,Martin Campbell,USA,1943-10-24,M,36557,Casino Royale,2006,74880745,10702,12
1927,Blake Edwards,USA,1922-07-26,M,36576,L'héritier de la Panthère Rose,1983,561498,1927,80
20718,Claude Berri,France,1934-07-01,M,36598,Trésor,2009,,20718,35
10781,Michael Apted,UK,1941-02-10,M,36643,Le Monde ne suffit pas,1999,45229050,10781,12
7256,Lee Tamahori,New Zealand,1950-06-17,M,36669,Meurs un autre jour,2002,53996389,7256,12
10930,Irvin Kershner,USA,1923-04-29,M,36670,Jamais plus jamais,1983,20000000,10930,12
107490,Jaco Van Dormael,Belgium,1957-02-09,M,36998,Le huitième jour,1996,,107490,18
118639,Tom Six,Netherlands,1973-08-29,,37169,The Human Centipede (First Sequence),2009,,118639,27
29922,Marcus Nispel,Germany,1963-05-26,M,37430,Conan,2011,6099377,29922,12
70854,Jean Delannoy,Francia,1908-01-12,M,37454,Maigret tend un piège,1958,,70854,80
35896,Richard Berry,France,1950-07-31,M,37645,L'Immortel,2010,,35896,28
39,Sam Mendes,UK,1965-08-01,M,37724,Skyfall,2012,138570126,39,28
96627,André Téchiné,Francia,1943-03-13,M,38018,Les égarés,2003,,96627,18
52779,Ryan Murphy,USA,1965-11-30,M,38167,"Mange, prie, aime",2010,25574252,52779,18
35208,Coline Serreau,France,1947-10-29,F,38210,18 ans après,2003,,35208,35
74112,Fabien Onteniente,France,1958-04-27,M,38277,Camping 2,2010,,74112,35
34262,Bertrand Blier,France,1939-03-14,M,38438,Buffet froid,1979,,34262,35
1399841,Adil El Arbi,,,M,38700,Bad Boys for Life,2020,,1399841,53
121588,Eric Lavaine,France,,M,38883,Protéger et servir,2010,,121588,80
15287,Niki Caro,New Zealand,1966-09-20,F,39135,The Vintner's Luck,2009,,15287,14
113610,Thomas Gilou,France,1955-02-01,M,39385,La Vérité si je mens !,1997,3682000,113610,35
122847,Serge Élissalde,France,1962-07-30,M,39405,U,2006,,122847,10402
24380,Édouard Molinaro,France,1928-05-13,M,39422,À gauche en sortant de l'ascenseur,1988,,24380,35
1884,Steven Soderbergh,USA,1963-01-14,M,39538,Contagion,2011,17193949,1884,18
132876,Brad Peyton,Canada,1978-05-27,M,39691,Comme chiens et chats : La revanche de Kitty Galore,2010,14060470,132876,35
6295,Catherine Breillat,France,1948-07-13,F,39770,Brève traversée,2001,,6295,18
88060,Jeff Pollack,USA,1959-11-15,M,39964,Une Fille qui a du chien,1999,12,88060,35
18563,Georges Lautner,France,1926-01-24,M,40061,Joyeuses Pâques,1984,,18563,35
145302,Bernie Bonvoisin,,1956-07-09,M,40177,Les Démons de Jésus,1997,,145302,35
123979,Philippe Harel,,,,40413,Les Randonneurs,1997,,123979,10749
123979,Philippe Harel,,,,40415,Le Vélo de Ghislain Lambert,2001,,123979,35
126597,Stéphane Aubier,Belgium,1964-10-08,M,40623,Panique au village,2009,,126597,12
73508,Philippe Muyl,,1953-05-30,M,40627,Cuisine et dépendances,1993,,73508,35
3831,Jean-Pierre Melville,France,1917-10-20,M,40650,Le Silence de la mer,1949,,3831,18
201,Michel Gondry,France,1963-05-08,M,40805,The Green Hornet,2011,28477156,201,28
34613,Philippe de Broca,France,1933-03-15,M,40815,Le Bossu,1997,,34613,12
70171,Francis Leroi,France,1942-09-05,M,40978,Emmanuelle 4,1984,,70171,18
5174,Barry Sonnenfeld,USA,1953-04-01,M,41154,Men in Black III,2012,78003347,5174,28
6295,Catherine Breillat,France,1948-07-13,F,41499,Barbe Bleue,2009,,6295,14
15389,Louis Malle,France,1932-10-30,M,42501,Le Souffle au cœur,1971,,15389,35
16862,Claude Lelouch,France,1937-10-30,M,42726,Un homme et une femme,1966,,16862,18
3831,Jean-Pierre Melville,France,1917-10-20,M,42741,Un Flic,1972,,3831,80
14353,Max Ophüls,Germany,1902-05-06,M,43360,Le Plaisir,1952,,14353,18
893,Tony Scott,UK,1944-06-21,M,44048,Unstoppable,2010,20975683,893,28
61985,Olivier Baroux,France,1964-01-05,M,44155,L'Italien,2010,,61985,35
6431,Darren Aronofsky,USA,1969-02-12,M,44214,Black Swan,2010,40975466,6431,18
130630,Henri Decoin,France,1890-03-18,M,44256,Razzia sur la chnouf,1955,,130630,80
133271,Bernard Borderie,France,1924-10-06,M,44450,"Angélique, Marquise des Anges",1964,,133271,12
133271,Bernard Borderie,France,1924-10-06,M,44453,Merveilleuse Angélique,1965,,133271,12
59031,Didier Bourdon,Algérie,1959-01-23,M,44706,Le Pari,1997,,59031,35
235496,Francis Palluau,,,,44710,Bienvenue chez les Rozes,2003,,235496,35
1032,Martin Scorsese,USA,1942-11-17,M,44826,Hugo Cabret,2011,23221270,1032,12
70500,Tom Hooper,UK,1972-10-05,M,45269,Le Discours d'un roi,2010,51776443,70500,18
64205,Alexandre Arcady,Algeria,1947-03-17,M,45368,Comme les 5 doigts de la main,2010,,64205,80
11528,Jean Renoir,France,1894-09-15,M,45802,Les bas-fonds,1936,,11528,10749
25161,Marcel Carné,France,1906-08-18,M,46326,Le quai des brumes,1938,,25161,80
72320,Xavier Beauvois,France,1967-03-20,M,46332,Des hommes et des dieux,2010,5178008,72320,18
130313,Walerian Borowczyk,Poland,1923-09-02,M,46581,Contes immoraux,1973,,130313,18
13848,Charlie Chaplin,UK,1889-04-16,M,47650,Charlot policeman,1917,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,47653,L'Émigrant,1917,,13848,35
18175,Dominik Moll,West Germany,1962-05-07,,47943,"Harry, un ami qui vous veut du bien",2000,477306,18175,18
40256,D.J. Caruso,USA,1965-01-17,M,47971,xXx - Reactivated,2017,43268457,40256,28
19866,Guillaume Canet,France,1973-04-10,M,48034,Les Petits Mouchoirs,2010,6066433,19866,35
20789,Claude Sautet,France,1924-02-23,M,48150,Un Cœur en hiver,1992,208313,20789,18
29605,Mikael Håfström,Sweden,1960-07-01,M,48171,Le Rite,2011,12005954,29605,18
1963,Danièle Thompson,Monaco,1942-01-03,F,48216,La bûche,1999,,1963,18
34262,Bertrand Blier,France,1939-03-14,M,48524,Trop belle pour toi,1989,,34262,18
64909,Jean-Marie Poiré,France,1945-07-10,M,48769,Papy fait de la résistance,1983,,64909,35
18176,Gilles Marchand,Francia,1963-06-18,M,49001,L'Autre monde,2010,,18176,18
224,David Cronenberg,Canada,1943-03-15,M,49014,Cosmopolis,2012,757944,224,18
525,Christopher Nolan,UK,1970-07-30,M,49026,The Dark Knight Rises,2012,135130160,525,28
24381,Jean Yanne,France,1933-07-18,M,49398,Deux heures moins le quart avant Jésus Christ,1982,,24381,35
15277,Jon Favreau,USA,1966-10-19,M,49849,Cowboys & envahisseurs,2011,21852790,15277,28
37638,Jacques Monnet,Luxembourg,1934-01-18,M,49959,Clara et les chics types,1980,,37638,10402
1179581,Philippe Galland,France,1947-01-31,,50212,Le quart d'heure américain,1982,,1179581,35
584380,Charles Némès,,,,50216,Les héros n'ont pas froid aux oreilles,1979,,584380,35
21171,Gérard Jugnot,France,1951-05-04,M,50226,Sans peur et sans reproche,1988,,21171,35
57851,Bernard Rose,UK,1960-08-04,M,50512,Anna Karenine,1997,98978,57851,18
55379,Yann Samuell,France,1965-06-07,M,51090,L'Âge de raison,2010,,55379,35
16187,Jeannot Szwarc,France,1939-11-21,M,51196,La vengeance d'une blonde,1994,,16187,35
4387,François Ozon,France,1967-11-15,M,51447,Potiche,2010,201375,4387,35
71600,Seth Gordon,Illinois,1974-07-20,M,51540,Comment tuer son boss ?,2011,26200000,71600,35
74112,Fabien Onteniente,France,1958-04-27,M,51861,Jet Set,2000,,74112,35
11201,Claude Zidi,France,,M,51925,Les Sous-doués en vacances,1982,,11201,35
145117,Jean-Pierre Améris,France,1961-07-26,M,51991,Les émotifs anonymes,2010,,145117,18
37627,Dany Boon,France,1966-06-26,M,52077,Rien à déclarer,2010,,37627,35
1961,Claude Pinoteau,,1925-05-25,M,52286,L'Étudiante,1988,,1961,10749
20718,Claude Berri,France,1934-07-01,M,52366,Lucie Aubrac,1997,57319,20718,18
4014,Paul W.S. Anderson,UK,1965-03-04,M,52451,Les Trois mousquetaires,2011,16534310,4014,12
129896,Rithy Panh,Cambogia,1964-04-18,M,52492,Un barrage contre le Pacifique,2008,,129896,18
113606,Valérie Guignabodet,,,,52538,Mariages !,2004,,113606,35
11201,Claude Zidi,France,,M,52557,Banzaï,1983,,11201,35
24485,Nicole Garcia,French Algeria,1946-04-22,F,52999,L'Adversaire,2002,,24485,9648
20718,Claude Berri,France,1934-07-01,M,53179,Le Maître d'école,1981,,20718,35
13848,Charlie Chaplin,UK,1889-04-16,M,53417,Charlot pompier,1916,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,53418,Charlot rentre tard,1916,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,53423,Charlot soldat,1918,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,53429,Jour de paye,1922,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,53430,Le Pélerin,1923,,13848,35
71174,Tsai Ming-liang,Kuching,1957-10-27,M,53520,Visage,2009,,71174,35
150015,Jean-Claude Sussfeld,,,,54147,Elle voit des nains partout !,1982,,150015,35
10943,Francis Lawrence,Austria,1970-03-26,M,55787,De l'eau pour les éléphants,2011,14636862,10943,18
21175,Michel Blanc,France,1952-04-16,M,55976,Marche à l'ombre,1984,,21175,18
52342,Olivier Marchal,France,1958-11-14,M,56415,Les Lyonnais,2011,,52342,80
38507,Francis Veber,France,1937-07-28,M,56648,Le jouet,1976,,38507,35
64909,Jean-Marie Poiré,France,1945-07-10,M,56715,Les Visiteurs en Amérique,2001,,64909,35
108060,Djamel Bensalah,,,,57141,"Le ciel, les oiseaux et... ta mère !",1999,,108060,35
74118,Philippe Le Guay,,1956-10-22,M,57243,Les Femmes du 6e étage,2010,,74118,35
225892,Patrick Schulmann,,,,57308,P.R.O.F.S,1985,,225892,35
20556,Bertrand Tavernier,France,1941-04-25,M,57695,La Princesse de Montpensier,2010,846890,20556,28
24507,Jean-Daniel Verhaeghe,,1944-01-01,M,58090,Le Rouge et le Noir,1997,,24507,18
20718,Claude Berri,France,1934-07-01,M,58833,Tchao Pantin,1983,,20718,18
39009,Joseph Losey,USA,1909-01-14,M,58925,Mr. Klein,1976,,39009,9648
84439,Julien Leclercq,,,M,59145,L'Assaut,2010,,84439,28
33781,Gilles Grangier,France,1911-05-05,M,59434,Le Cave se rebiffe,1961,,33781,80
24380,Édouard Molinaro,France,1928-05-13,M,59455,Pour 100 briques t'as plus rien !,1982,,24380,35
31,Tom Hanks,USA,1956-07-09,M,59861,Il n'est jamais trop tard,2011,4520046,31,35
11214,Coluche,France,1944-10-28,M,59959,Vous n'aurez pas l'Alsace et la Lorraine,1977,,11214,35
125738,Daniel Espinosa,Svezia,1977-03-23,M,59961,Sécurité rapprochée,2012,26009525,125738,28
11201,Claude Zidi,France,,M,60175,Les Sous-doués,1980,,11201,35
11195,Gérard Oury,France,1919-04-29,M,60194,Le coup du parapluie,1980,,11195,35
2406,Mathieu Kassovitz,France,1967-08-03,M,60670,Les Rivières pourpres,2000,,2406,80
16919,Olivier Dahan,France,1967-06-26,M,60672,Les Rivières pourpres 2 : Les Anges de l'apocalypse,2004,,16919,28
229236,Jean-Loup Hubert,France,1949-10-04,M,60797,Le Grand Chemin,1987,,229236,18
27436,Costa-Gavras,Greece,1933-02-12,M,60859,L'Aveu,1970,,27436,18
34613,Philippe de Broca,France,1933-03-15,M,61226,L'Incorrigible,1975,,34613,35
77008,Fred Cavayé,France,1967-12-14,M,61404,À bout portant,2010,,77008,28
570328,Zep,,,,61672,"Titeuf, le film",2011,,570328,16
34613,Philippe de Broca,France,1933-03-15,M,61765,Les tribulations d'un chinois en Chine,1965,,34613,35
11201,Claude Zidi,France,,M,61852,Le grand bazar,1973,,11201,35
53657,Pasquale Festa Campanile,Italy,1927-07-28,M,62029,Bingo Bongo,1982,,53657,35
510,Tim Burton,USA,1958-08-25,M,62213,Dark Shadows,2012,30690893,510,35
34630,Pierre Tchernia,France,1928-01-29,M,62363,Le viager,1972,,34630,35
6012,Daniel Auteuil,France [now now Algeria],1950-01-24,M,62580,La Fille du puisatier,2011,,6012,18
24501,Pierre Richard,France,1934-08-16,M,62675,Le distrait,1970,,24501,35
56512,Tarsem Singh,India,1961-05-06,M,62764,Blanche Neige,2012,22877315,56512,12
1138743,Marc Simenon,,,,62790,Signé Furax,1980,,1138743,35
24397,Jean-Pierre Mocky,France,1933-07-06,M,62848,Un drôle de paroissien,1963,,24397,35
118020,Jacques Doillon,France,1944-03-15,M,63172,L'an 01,1973,,118020,35
57641,Dino Risi,Milano (Italy),1916-12-23,,63229,Le bon roi Dagobert,1984,,57641,35
236859,Michaël R. Roskam,Belgium,1972-10-09,M,63310,Bullhead,2011,,236859,80
24397,Jean-Pierre Mocky,France,1933-07-06,M,63689,La machine à découdre,1986,,24397,35
3831,Jean-Pierre Melville,France,1917-10-20,M,63892,"Léon Morin, prêtre",1961,,3831,10749
24397,Jean-Pierre Mocky,France,1933-07-06,M,64099,Un couple,1960,,24397,18
24397,Jean-Pierre Mocky,France,1933-07-06,M,64336,Y a-t'il un Français dans la salle?,1982,,24397,18
24397,Jean-Pierre Mocky,France,1933-07-06,M,64337,Un linceul n'a pas de Poches,1974,,24397,18
24397,Jean-Pierre Mocky,France,1933-07-06,M,64419,Le miraculé,1987,,24397,35
34262,Bertrand Blier,France,1939-03-14,M,64504,La femme de mon pote,1983,,34262,10749
21175,Michel Blanc,France,1952-04-16,M,64567,Grosse fatigue,1994,,21175,35
6295,Catherine Breillat,France,1948-07-13,F,64584,Parfait amour!,1996,,6295,18
11201,Claude Zidi,France,,M,64675,Les rois du gag,1985,,11201,35
6201,Baz Luhrmann,Australia,1962-09-17,M,64682,Gatsby le magnifique,2013,43880052,6201,18
24397,Jean-Pierre Mocky,France,1933-07-06,M,64890,La grande lessive (!),1968,,24397,35
6295,Catherine Breillat,France,1948-07-13,F,65016,La belle endormie,2010,3598,6295,14
63306,James Watkins,UK,1973-05-20,M,65086,La Dame en noir,2012,15966342,63306,18
95901,Bruno Dumont,France,1958-03-14,M,65296,L'humanité,1999,,95901,18
543364,Pascal Aubier,France,1943-01-07,M,65449,Le fils de Gascogne,1995,,543364,35
7467,David Fincher,USA,1962-08-28,M,65754,Millénium : Les hommes qui n'aimaient pas les femmes,2011,29077178,7467,53
61985,Olivier Baroux,France,1964-01-05,M,66129,Les Tuche,2011,,61985,35
37626,Patrice Leconte,France,1947-11-12,M,67754,Les vécés étaient fermés de l'intérieur,1976,,37626,80
24485,Nicole Garcia,French Algeria,1946-04-22,F,67960,Le fils préféré,1994,,24485,18
138,Quentin Tarantino,USA,1963-03-27,M,68718,Django Unchained,2012,53171029,138,18
82194,Neill Blomkamp,South Africa,1979-09-17,M,68724,Elysium,2013,35767587,82194,878
10828,Guillermo del Toro,Mexico,1964-10-09,M,68726,Pacific Rim,2013,50950363,10828,28
2034,Danny Boyle,UK,1956-10-20,M,68727,Trance,2013,3032696,2034,53
880,Ben Affleck,USA,1972-08-15,M,68734,Argo,2012,29040516,880,18
37626,Patrice Leconte,France,1947-11-12,M,69044,"Viens chez moi, j'habite chez une copine",1981,,37626,35
53334,Jim Sheridan,Ireland,1949-02-06,M,69668,Dream house,2011,4812792,53334,18
21177,Thierry Lhermitte,France,1952-11-24,M,70532,Les Secrets professionnels du Dr Apfelglück,1991,,21177,35
578,Ridley Scott,UK,1937-11-30,M,70981,Prometheus,2012,50396267,578,878
18563,Georges Lautner,France,1926-01-24,M,71056,Laisse aller... c'est une valse,1971,,18563,28
74112,Fabien Onteniente,France,1958-04-27,M,71183,People Jet set 2,2004,,74112,35
21175,Michel Blanc,France,1952-04-16,M,71632,Mauvaise Passe,1999,,21175,18
20192,Brian Taylor,UK,,M,71676,Ghost Rider : L'Esprit de vengeance,2011,18652169,20192,28
3556,Roman Polanski,France,1933-08-18,M,72113,Carnage,2011,3450383,3556,35
26183,François Leterrier,France,1929-05-26,M,72262,Les babas cool,1981,,26183,35
82418,Erik Van Looy,Belgium,1962-04-26,M,72784,Vertiges,2014,1259598,82418,53
95901,Bruno Dumont,France,1958-03-14,M,72852,Hadewijch,2009,,95901,18
82289,Jean-Paul Lilienfeld,France,1962-07-17,M,73057,Quatre garçons pleins d'avenir,1997,,82289,35
16767,Aki Kaurismäki,Finland,1957-04-04,M,73532,Le Havre,2011,,16767,18
67717,Michel Hazanavicius,France,1967-03-29,M,74643,The Artist,2011,16679107,67717,18
55379,Yann Samuell,France,1965-06-07,M,74944,La guerre des boutons,2011,,55379,10751
119498,Joann Sfar,,,M,75491,Le chat du rabbin,2011,,119498,35
86270,Joseph Kosinski,USA,1974-05-03,M,75612,Oblivion,2013,35771071,86270,28
18865,Louis Leterrier,France,1973-06-17,M,75656,Insaisissables,2013,14712361,18865,53
12786,Simon West,UK,,M,76163,Expendables 2 : Unité spéciale,2012,39071677,12786,28
47005,Alan Taylor,,1965-01-01,M,76338,Thor : Le Monde des ténèbres,2013,80571425,47005,28
6767,Larry Charles,USA,1956-02-20,M,76493,The Dictator,2012,22422441,6767,35
33781,Gilles Grangier,France,1911-05-05,M,76644,Le désordre et la nuit,1958,,33781,80
39058,Julien Duvivier,France,1896-10-03,M,76772,Voici le temps des assassins...,1956,,39058,18
37627,Dany Boon,France,1966-06-26,M,76872,La vie de chantier,2004,,37627,35
108060,Djamel Bensalah,,,,77460,Beur sur la ville,2011,,108060,35
11195,Gérard Oury,France,1919-04-29,M,77673,La vengeance du serpent à plumes,1984,,11195,12
48583,Anne Fontaine,Luxembourg,1959-07-15,F,78476,Mon pire cauchemar,2011,,48583,35
62081,Michael Damian,USA,1962-04-26,M,79113,Il était une fois à Castlebury...,2011,,62081,35
37638,Jacques Monnet,Luxembourg,1934-01-18,M,79756,Signes extérieurs de richesse,1983,,37638,10749
26183,François Leterrier,France,1929-05-26,M,79762,Tranches de vie,1985,,26183,35
12080,Conrad Vernon,,,M,80321,Madagascar 3 : Bons baisers d'Europe,2012,93365159,12080,16
590541,Patrick Volson,,,M,80843,La Bête du Gévaudan,2003,,590541,18
70500,Tom Hooper,UK,1972-10-05,M,82695,Les Misérables,2012,55226221,70500,36
1071,Tom Tykwer,Germany,1965-05-23,M,83542,Cloud Atlas,2012,16310358,1071,18
930699,Sally El Hosaini,,,,84316,My Brother the Devil,2012,,930699,18
930708,Malik Bendjelloul,Svezia,1977-09-14,M,84334,Sugar Man,2012,,930708,99
56405,Frédéric Beigbeder,France,1965-09-21,M,85735,L'amour dure trois ans,2011,,56405,10749
6431,Darren Aronofsky,USA,1969-02-12,M,86834,Noé,2014,45329684,6431,18
6011,Michael Haneke,Germany,1942-03-23,M,86837,Amour,2012,3730594,6011,18
113610,Thomas Gilou,France,1955-02-01,M,86868,La Vérité si je mens ! 3,2012,5115622,113610,35
510,Tim Burton,USA,1958-08-25,M,87093,Big Eyes,2014,3610438,510,18
28239,David Twohy,USA,1955-10-18,M,87421,Riddick,2013,12292161,28239,878
24,Robert Zemeckis,USA,1951-05-14,M,87502,Flight,2012,20221546,24,18
190,Clint Eastwood,USA,1930-05-31,M,88794,J. Edgar,2011,10575753,190,18
8557,Fernando Meirelles,Brazil,1955-11-09,M,89455,360,2012,207991,8557,18
95901,Bruno Dumont,France,1958-03-14,M,89456,Hors Satan,2011,,95901,18
25340,Emmanuelle Bercot,France,1967-11-06,F,89899,Les Infidèles,2012,,25340,35
939098,Frédéric Louf,,,,91052,J'aime regarder les filles,2011,,939098,35
5069,Robert Guédiguian,France,1953-12-03,M,91690,Les neiges du Kilimandjaro,2011,,5069,18
65569,Emmanuel Mouret,France,1970-06-30,M,92424,L'Art d'aimer,2011,,65569,10749
18878,Rob Cohen,USA,1949-03-12,M,94348,Alex Cross,2012,3794154,18878,28
52576,José Padilha,Brazil,1967-08-01,M,97020,RoboCop,2014,30336120,52576,28
17496,Jacques Audiard,France,1952-04-30,M,97365,De rouille et d'os,2012,3220253,17496,18
64575,Laurent Tirard,,,,99770,Astérix et Obélix : Au service de Sa Majesté,2012,,64575,10751
12891,Joss Whedon,USA,1964-06-23,M,99861,Avengers : L'Ère d'Ultron,2015,175675461,12891,28
78221,Romain Lévy,,,,100830,Radiostars,2012,,78221,35
1032,Martin Scorsese,USA,1942-11-17,M,106646,Le Loup de Wall Street,2013,49000086,1032,80
11090,Edgar Wright,UK,1974-04-18,M,107985,Le Dernier Pub avant la fin du monde,2013,5761160,11090,35
55710,Adam McKay,USA,1968-04-17,M,109443,Légendes vivantes,2013,21706126,55710,35
95901,Bruno Dumont,France,1958-03-14,M,110428,"Camille Claudel, 1915",2013,14482,95901,18
59,Luc Besson,France,1959-03-18,M,112205,Malavita,2013,4611778,59,80
5713,Chris Wedge,USA,1957-03-20,M,116711,Epic : La bataille du royaume secret,2013,33553329,5713,16
20907,Antoine Fuqua,USA,1966-01-19,M,117263,La Chute de la Maison-Blanche,2013,20128205,20907,28
15218,James Gunn,USA,1966-08-05,M,118340,Les gardiens de la galaxie,2014,96597075,15218,28
5655,Wes Anderson,USA,1969-05-01,M,120467,The Grand Budapest Hotel,2014,21825039,5655,35
4387,François Ozon,France,1967-11-15,M,121875,Dans la maison,2012,1484880,4387,35
35959,James Huth,,,M,121936,Un Bonheur n'arrive jamais seul,2012,,35959,35
7,Andrew Stanton,USA,1965-12-03,M,127380,Le Monde de Dory,2016,128571361,7,12
585078,Carine Tardieu,Francia,1973-01-01,F,128592,Du vent dans mes mollets,2012,,585078,10751
49168,Noémie Lvovsky,France,1964-12-14,F,135281,Camille redouble,2012,,49168,35
589610,Stevan Riley,,,,135921,Everything or Nothing,2012,,589610,99
67813,Baltasar Kormákur,Iceland,1966-02-27,M,136400,2 Guns,2013,16492551,67813,28
134156,Sam Miller,England,1962-09-28,M,136835,Double trahison,2014,6728801,134156,80
12079,Kelly Asbury,USA,1960-01-15,M,137116,Les Schtroumpfs et le village perdu,2017,24647943,12079,12
239672,Felix van Groeningen,EU,1977-11-01,M,137182,Alabama Monroe,2012,684382,239672,18
143059,Patrick Hughes,,,M,138103,Expendables 3,2014,25771568,143059,28
20718,Claude Berri,France,1934-07-01,M,138573,Le pistonné,1970,,20718,
15344,J.J. Abrams,USA,1966-06-27,M,140607,Star Wars : Le Réveil de la Force,2015,258527953,15344,28
15217,Zack Snyder,USA,1966-03-01,M,141052,Justice League,2017,82240536,15217,28
1119418,Hugo Gélin,Francia,1980-05-08,M,143567,Comme des frères,2012,,1119418,35
56404,Patrick Mille,,1970-04-08,M,144566,Mauvaise Fille,2012,,56404,18
39138,Jean Girault,France,1924-05-09,M,144726,L'année sainte,1976,,39138,35
26205,James Bobin,,,M,145220,Opération Muppets,2014,10047911,26205,35
15002,Dean Parisot,United States,1952-10-01,M,146216,Red 2,2013,18512500,15002,28
72266,Éric Besnard,,1964-03-15,M,147686,Mes héros,2012,,72266,35
66842,Christophe Offenstein,France,1962-03-24,M,149087,En solitaire,2013,878732,66842,12
59291,Alexandre Aja,France,1978-08-07,M,149509,Horns,2013,,59291,53
17458,Abdellatif Kechiche,Tunisia,1960-12-07,M,152584,La Vie d'Adèle - Chapitres 1 et 2,2013,1270711,17458,10749
236859,Michaël R. Roskam,Belgium,1972-10-09,M,154400,Quand vient la nuit,2014,2381816,236859,18
20907,Antoine Fuqua,USA,1966-01-19,M,156022,Equalizer,2014,24041342,20907,53
74118,Philippe Le Guay,,1956-10-22,M,156236,Alceste à bicyclette,2013,1344984,74118,18
525,Christopher Nolan,UK,1970-07-30,M,157336,Interstellar,2014,84390002,525,12
1138699,John Krokidas,Stati Uniti,1973-10-01,M,157370,Kill your darlings - Obsession meurtrière,2013,,1138699,18
280,Terry Gilliam,USA,1940-11-22,M,157834,Zero Theorem,2013,96338,280,18
586624,Stéphanie Murat,France,1966-08-24,F,158423,Max,2013,,586624,35
74112,Fabien Onteniente,France,1958-04-27,M,164029,À la vitesse d'un cheval au galop,1992,,74112,
1179581,Philippe Galland,France,1947-01-31,,164249,Le Père Noël est une ordure,1979,,1179581,35
74112,Fabien Onteniente,France,1958-04-27,M,167364,Turf,2013,,74112,35
2127,James Wan,Malaysia,1977-02-27,M,168259,Fast & Furious 7,2015,188281170,2127,28
17883,David O. Russell,USA,1958-08-20,M,168672,American Bluff,2013,31396475,17883,18
56735,David Moreau,France,1976-07-14,M,173185,20 ans d'écart,2013,,56735,35
1146860,Alex Lutz,France,1978-08-24,M,177645,Le Débarquement,2013,,1146860,35
125738,Daniel Espinosa,Svezia,1977-03-23,M,181283,Enfant 44,2015,415541,125738,80
212080,Ruben Alves,France,,M,186161,La Cage dorée,2013,,212080,35
58189,Justin Lin,Taiwan,1971-10-01,M,188927,Star Trek  : Sans limites,2016,42933977,58189,28
6554,Guillaume Gallienne,France,1972-02-08,M,190880,"Les Garçons et Guillaume, à Table !",2013,,6554,35
19866,Guillaume Canet,France,1973-04-10,M,190955,Blood Ties,2013,301934,19866,53
77147,John Erick Dowdle,United States,,,192141,No Escape,2015,6802359,77147,28
35137,Josiane Balasko,France,1950-04-15,F,192324,Sac De Nœuds,1985,,35137,35
999760,Eran Creevy,,,,195590,No Way Out,2016,601440,999760,53
3556,Roman Polanski,France,1933-08-18,M,197082,La Vénus à la fourrure,2013,42772,3556,18
8296,Christophe Gans,France,1960-03-11,M,197796,La Belle et la Bête,2014,6137500,8296,14
76818,Nicolas Charlet,,,,199643,Le Grand Méchant Loup,2013,,76818,35
6012,Daniel Auteuil,France [now now Algeria],1950-01-24,M,200645,Marius,2013,,6012,18
1186851,Stéphane Berla,,,,204436,Jack et la mécanique du cœur,2014,,1186851,16
77965,Morten Tyldum,Norvegia,1967-05-19,M,205596,Imitation Game,2014,29194463,77965,36
39,Sam Mendes,UK,1965-08-01,M,206647,Spectre,2015,110084326,39,28
15217,Zack Snyder,USA,1966-03-01,M,209112,Batman v Superman : L’aube de la justice,2016,109157524,15217,28
20556,Bertrand Tavernier,France,1941-04-25,M,209355,Quai d'Orsay,2013,,20556,35
7467,David Fincher,USA,1962-08-28,M,210577,Gone girl,2014,46166295,7467,9648
69681,Philippe Labro,,,,211923,"Rive droite, rive gauche",1984,,69681,18
71280,Michael Dowse,Canada,1973-04-19,M,212716,Et (beaucoup) plus si affinités,2013,980875,71280,18
144782,Arnaud Larrieu,,,,214093,L'Amour est un crime parfait,2013,,144782,53
52139,Seth MacFarlane,USA,1973-10-26,M,214756,Ted 2,2015,26982950,52139,35
144257,Marc Esposito,,,M,215303,Le cœur des hommes 3,2013,,144257,35
278819,Max Pécas,France,1925-04-25,M,217807,On se calme et on boit frais à Saint-Tropez,1987,,278819,35
54273,Philippe Claudel,France,1962-02-02,,218993,Avant l'hiver,2013,,54273,18
278819,Max Pécas,France,1925-04-25,M,220474,Deux enfoirés à Saint-Tropez,1986,,278819,35
