id,nom,pays,naissance,sexe
3798,Pat Hingle,USA,1924-07-19,M
3810,Javier Bardem,Spain,1969-03-01,M
3829,Jean-Paul Belmondo,France,1933-04-09,M
3831,Jean-Pierre Melville,France,1917-10-20,M
3832,Henri-Jacques Huet,,,
3833,Van Doude,,1926-05-28,M
3836,Roger Hanin,France [now now Algeria],1925-10-20,M
3872,Daniel Brühl,Spain,1978-06-16,M
3894,Christian Bale,UK,1974-01-30,M
3895,Michael Caine,UK,1933-03-14,M
3896,Liam Neeson,Northern Ireland,1952-06-07,M
3897,Katie Holmes,USA,1978-12-18,F
3899,Ken Watanabe,Japan,1959-10-21,M
3901,Richard Brake,Wales,1964-11-30,M
3902,Sara Stewart,,1966-06-28,F
3905,William H. Macy,USA,1950-03-13,M
3910,Frances McDormand,USA,1957-06-23,F
3911,John Carroll Lynch,USA,1963-08-01,M
3926,Albert Finney,UK,1936-05-09,M
3930,Phoebe Nicholls,UK,1957-04-07,F
3967,Kate Beckinsale,UK,1973-07-26,F
3968,Michael Sheen,UK,1969-02-05,M
3974,Miloš Forman,Československo,1932-02-18,M
3977,Joe Morton,USA,1947-10-18,M
3981,Jenette Goldstein,U.S.,1960-02-04,F
3982,Xander Berkeley,USA,1955-12-16,M
4003,Christine Ebersole,USA,1953-02-21,F
4012,Spencer Treat Clark,United States,1987-09-24,M
4014,Paul W.S. Anderson,UK,1965-03-04,M
4027,Frank Darabont,France,1959-01-28,M
4029,Bob Gunton,USA,1945-11-15,M
4030,Martin Klebba,U.S.,1969-06-23,M
4031,Greg Ellis,UK,1968-03-21,M
4038,Susan Sarandon,USA,1946-10-04,F
4065,Fred Zinnemann,Hungary [now now Poland],1907-04-29,M
4121,Marcel Dalio,France,1899-11-23,M
4130,Harvey Parry,,,
4133,Giuseppe Andrews,USA,1979-04-25,M
4134,Keram Malicki-Sánchez,Canada,1974-05-14,M
4135,Robert Redford,USA,1936-08-18,M
4165,John Wayne,USA,1907-05-26,M
4166,Isabelle Carré,France,1971-05-28,F
4171,Stanley DeSantis,,,M
4173,Anthony Hopkins,UK,1937-12-31,M
4174,Claire Forlani,UK,1971-12-17,F
4175,Jeffrey Tambor,USA,1944-07-08,M
4201,Wayne Knight,USA,1955-08-07,M
4238,Common,USA,1972-03-13,M
4250,Michael Lerner,USA,1941-06-22,M
4251,John Mahoney,UK,1940-06-20,M
4252,Tony Shalhoub,USA,1953-10-09,M
4253,Jon Polito,USA,1950-12-29,M
4255,Richard Portnow,USA,1947-01-26,M
4273,Charlotte Gainsbourg,UK,1971-07-21,F
4274,Miou-Miou,France,1950-02-22,F
4275,Alain Chabat,Algérie,1958-11-24,M
4286,Emma de Caunes,France,1976-09-09,
4287,Aurélia Petit,,1971-04-18,F
4288,Sacha Bourdo,USSR [now now Russia],1962-01-08,M
4290,Stéphane Metzger,,1973-04-02,M
4299,Dean Martin,USA,1917-06-07,M
4301,Angie Dickinson,USA,1931-09-30,F
4318,Victor McGuire,UK,1964-03-17,M
4387,François Ozon,France,1967-11-15,M
4390,Ludivine Sagnier,France,1979-07-03,F
4391,Charles Dance,UK,1946-10-10,M
4397,Emilie Gavois-Kahn,,,F
4430,Sharon Stone,USA,1958-03-10,F
4432,Frances Conroy,USA,1953-11-13,F
4443,Christopher McDonald,USA,1955-02-15,M
4453,Thomas Vinterberg,Denmark,1969-05-19,M
4483,Dustin Hoffman,USA,1937-08-08,M
4491,Jennifer Aniston,USA,1969-02-11,F
4492,Philip Baker Hall,USA,1931-09-10,M
4494,Lisa Ann Walter,USA,1963-08-03,F
4495,Steve Carell,USA,1962-08-16,M
4496,Nora Dunn,USA,1952-04-29,F
4499,Tom Shadyac,USA,1958-12-11,M
4512,James Woods,USA,1947-04-18,M
4517,Joe Pesci,USA,1943-02-09,M
4529,Sylvie Testud,France,1971-01-17,F
4566,Alan Rickman,UK,1946-02-21,M
4569,David Fox,Canada,1941-01-01,M
4570,Emily Hampshire,Quebec,1981-08-29,F
4581,Steve Coogan,UK,1965-10-14,M
4586,Pitof,France,1957-07-04,M
4587,Halle Berry,USA,1966-08-14,F
4604,Theresa Randle,U.S.,1964-12-27,F
4610,John Landis,USA,1950-08-03,M
4687,Patricia Arquette,USA,1968-04-08,F
4688,Michael Rapaport,USA,1970-03-20,M
4690,Christopher Walken,New York USA,1943-03-31,M
4691,James Gandolfini,USA,1961-09-18,M
4704,Fu'ad Aït Aattou,,1980-11-02,
4724,Kevin Bacon,USA,1958-07-08,M
4726,Marcia Gay Harden,USA,1959-08-14,F
4728,Kevin Chapman,USA,1962-07-29,M
4729,Tom Guiry,USA,1981-10-12,M
4733,Robert Wahlberg,USA,1967-12-18,M
4738,Connor Paolo,USA,1990-07-11,M
4756,Matthew Broderick,USA,1962-03-21,M
4757,Rupert Everett,UK,1959-05-29,M
4764,John C. Reilly,USA,1965-05-24,M
4765,Jason Robards,USA,1922-07-26,M
4774,Jim Brown,USA,1936-02-17,M
4783,Sam Neill,UK,1947-09-14,M
4784,Laura Dern,USA,1967-02-10,F
4785,Jeff Goldblum,USA,1952-10-22,M
4786,Richard Attenborough,UK,1923-08-29,M
4787,Joseph Mazzello,USA,1983-09-21,M
4788,Ariana Richards,USA,1979-09-11,F
4800,Gena Rowlands,USA,1930-06-19,F
4808,Giancarlo Esposito,Denmark,1958-04-26,M
4812,Isaach De Bankolé,Côte d'Ivoire,1957-08-12,M
4818,Roberto Benigni,Italia,1952-10-27,M
4885,Emmanuelle Béart,France,1963-08-14,F
4887,Joe Grifasi,USA,1944-06-14,M
4889,Kim Director,USA,1974-11-13,F
4892,Chuck Cooper,,1954-11-08,M
4935,Pete Postlethwaite,UK,1945-02-07,M
4937,Vince Vaughn,USA,1970-03-28,M
4939,Téa Leoni,USA,1966-02-25,F
4941,Alessandro Nivola,USA,1972-06-28,M
4945,Joe Johnston,USA,1950-05-13,M
4971,Bud Cort,USA,1948-03-29,M
5004,Omar Sharif,Egypt,1932-04-10,M
5005,François Dupeyron,Francia,1950-08-14,M
5048,Harry Dean Stanton,USA,1926-07-14,M
5049,John Hurt,UK,1940-01-22,M
5064,Meryl Streep,USA,1949-06-22,F
5069,Robert Guédiguian,France,1953-12-03,M
5077,Valeria Bruni Tedeschi,Italia,1964-11-16,F
5079,Gilbert Melki,France,1958-11-12,M
5081,Emily Blunt,UK,1983-02-23,F
5082,Jacques Bonnaffé,,1958-06-22,
5140,Wes Craven,USA,1939-08-02,M
5149,Bonnie Hunt,USA,1961-09-22,F
5151,Beth Grant,USA,1949-09-18,F
5168,Gabriel Byrne,Ireland,1950-05-12,M
5170,Mike Starr,USA,1950-07-29,M
5174,Barry Sonnenfeld,USA,1953-04-01,M
5216,Gus Van Sant,USA,1952-07-24,M
5231,Wolfgang Petersen,Germany,1941-03-14,M
5249,E.G. Marshall,USA,1914-06-18,M
5266,Rüdiger Vogler,Warthausen,1942-05-14,M
5274,Patrick Bauchau,Belgium,1938-12-06,
5281,Spike Lee,USA,1957-03-20,M
5292,Denzel Washington,United States,1954-12-28,M
5293,Willem Dafoe,USA,1955-07-22,M
5294,Chiwetel Ejiofor,UK,1977-07-10,M
5298,Victor Colicchio,USA,1953-08-13,M
5300,Peter Frechette,USA,1956-10-03,M
5301,Waris Ahluwalia,India,1974-01-01,M
5304,"Rodney \""Bear\"" Jackson",,,M
5306,Lasse Hallström,Sweden,1946-06-02,M
5309,Judi Dench,UK,1934-12-09,F
5311,Hélène Cardona,,,F
5318,Elisabeth Commelin,France,1954-06-02,
5320,Leslie Caron,Seine,1931-07-01,F
5341,Richard Burton,UK,1925-11-10,M
5342,Mike Nichols,Germany,1931-11-06,M
5365,Clifton Collins Jr.,USA,1970-06-16,M
5376,Jean Smart,USA,1951-09-13,F
5377,Ato Essandoh,USA,1972-07-29,M
5384,Method Man,USA,1971-04-01,M
5411,Sanaa Lathan,USA,1971-09-19,F
5414,Colin Salmon,England,1962-12-06,M
5419,Saïd Taghmaoui,France,1973-07-19,M
5425,Christophe Rossignon,,1959-11-26,M
5440,François Levantal,France,1960-10-14,M
5441,Edouard Montoute,France,1970-12-20,M
5442,Benoît Magimel,France,1974-05-11,M
5443,Vincent Lindon,France,1959-07-15,M
5444,Philippe Nahon,France,1938-12-24,M
5445,Zinedine Soualem,France,1957-04-17,M
5469,Ralph Fiennes,UK,1962-12-22,M
5470,Kristin Scott Thomas,UK,1960-05-24,F
5472,Colin Firth,UK,1960-09-10,M
5502,Bill Nunn,U.S.,1953-10-20,M
5524,Andrew Adamson,New Zealand,1966-12-01,M
5530,James McAvoy,UK,1979-04-21,M
5531,Kiran Shah,Kenya,1956-09-28,M
5538,Ray Winstone,UK,1957-02-19,M
5572,Joel Schumacher,USA,1939-08-28,M
5576,Val Kilmer,USA,1959-12-31,M
5578,Debi Mazar,USA,1964-08-13,F
5587,Hank Azaria,USA,1964-04-25,M
5602,David Lynch,USA,1946-01-20,M
5605,Richard Farnsworth,USA,1920-09-01,M
5606,Sissy Spacek,USA,1949-12-25,F
5611,Dan Flannery,,,
5616,Everett McGill,USA,1945-10-21,M
5628,Angelo Badalamenti,USA,1937-03-22,M
5655,Wes Anderson,USA,1969-05-01,M
5657,Anjelica Huston,USA,1951-07-08,F
5658,Michael Gambon,Ireland,1940-10-19,M
5677,John Lordan,,,M
5682,Anouk Aimée,France,1932-04-27,F
5688,Guido Alberti,Italy,1909-04-20,M
5694,Robert Forster,USA,1941-07-13,M
5695,Sid Haig,USA,1939-07-14,M
5713,Chris Wedge,USA,1957-03-20,M
5723,John Leguizamo,Colombia,1964-07-22,M
5724,Denis Leary,USA,1957-08-18,M
5726,Cedric the Entertainer,USA,1964-04-24,M
5727,Diedrich Bader,USA,1966-12-24,M
5916,Rosario Dawson,USA,1979-05-09,F
5917,Ernie Barbarash,USA,1947-01-29,M
5953,Spike Jonze,USA,1969-10-22,M
5963,Magali Noël,Turkey,1932-06-27,F
6008,Harry Shearer,USA,1943-12-23,M
6011,Michael Haneke,Germany,1942-03-23,M
6012,Daniel Auteuil,France [now now Algeria],1950-01-24,M
6014,Annie Girardot,France,1931-10-25,F
6015,Bernard Le Coq,France,1950-09-25,M
6016,Walid Afkir,,,M
6018,Daniel Duval,France,1944-11-28,M
6019,Nathalie Richard,France,1963-01-06,F
6020,Denis Podalydès,France,1963-04-22,M
6024,Loïc Brabant,,1961-12-23,
6035,Russi Taylor,USA,1944-05-04,F
6046,Roland Emmerich,West Germany,1955-11-10,M
6047,Jeffrey Nachmanoff,USA,,M
6065,Dennis Quaid,USA,1954-04-09,M
6066,Dash Mihok,USA,1974-05-24,M
6074,Kenneth Welsh,Canada,1942-03-30,M
6079,Ivan Shvedoff,Russia),1969-01-01,M
6091,August Diehl,Germany,1976-01-04,M
6104,Julian Sands,UK,1958-01-04,M
6110,Graham Beckel,USA,1949-12-22,M
6159,Ron Howard,USA,1954-03-01,M
6161,Jennifer Connelly,USA,1970-12-12,F
6162,Paul Bettany,UK,1971-05-27,M
6163,Adam Goldberg,USA,1970-10-25,M
6164,Josh Lucas,USA,1971-06-20,M
6193,Leonardo DiCaprio,USA,1974-11-11,M
6197,Brian Dennehy,USA,1938-07-09,M
6199,Miriam Margolyes,UK,1941-05-18,F
6200,Diane Venora,USA,1952-08-10,F
6201,Baz Luhrmann,Australia,1962-09-17,M
6213,Jamie Kennedy,USA,1970-05-25,M
6214,Edwina Moore,,,F
6250,Romy Schneider,Austria,1938-09-23,F
6283,Michael Nyqvist,Sweden,1960-11-08,M
6295,Catherine Breillat,France,1948-07-13,F
6304,Jean-François Stévenin,,1944-04-23,M
6310,David Brisbin,,1952-06-26,M
6349,Alan J. Pakula,USA,1928-04-07,M
6352,Jane Fonda,USA,1937-12-21,F
6368,Embeth Davidtz,USA,1965-08-11,F
6383,Aaron Eckhart,USA,1968-03-12,M
6384,Keanu Reeves,Lebanon,1964-09-02,M
6407,Marley Shelton,USA,1974-04-12,F
6413,Danny Huston,Italy,1962-05-14,M
6431,Darren Aronofsky,USA,1969-02-12,M
6450,Faye Dunaway,USA,1941-01-14,F
6465,Grace Zabriskie,USA,1941-05-17,F
6486,Dan Hedaya,USA,1940-07-24,M
6487,Richard Roundtree,USA,1942-07-09,M
6541,Philip Bosco,USA,1930-09-26,M
6548,Isabelle Renauld,France,1966-11-24,F
6549,Lola Naymark,France,1987-04-05,F
6550,Anne Suarez,,,F
6553,Isabelle Adjani,France,1955-06-27,F
6554,Guillaume Gallienne,France,1972-02-08,M
6556,Manuel Le Lièvre,,,
6557,Daniel Znyk,France,1959-06-10,M
6573,William Sadler,USA,1950-04-13,M
6574,Clancy Brown,USA,1959-01-05,M
6576,Mark Rolston,USA,1956-12-07,M
6580,Brian Libby,,,M
6585,Perla Haney-Jardine,Brazil,1997-07-17,F
6587,Diane Ladd,U.S.A.,1932-11-29,F
6588,Isabella Rossellini,Italy,1952-06-18,F
6610,Walter Gotell,Germany,1924-03-15,M
6613,Minnie Driver,UK,1970-01-31,F
6614,Cole Hauser,USA,1975-03-22,M
6637,Frank Finlay,UK,1926-08-06,M
6644,Wanja Mues,Germany,1973-01-01,M
6645,Richard Ridings,UK,1958-09-19,M
6677,Kyle MacLachlan,USA,1959-02-22,M
6692,Caroline Goodall,UK,1959-11-13,F
6696,Mark Ivanir,USSR [now Ukraine],1968-09-06,M
6698,Friedrich von Thun,Czech Republic,1942-06-30,M
6701,Norbert Weisser,Germany,1946-07-09,M
6718,Jack Nance,USA,1943-12-21,M
6719,Ray Wise,USA,1947-08-20,M
6726,Sheryl Lee,Germany,1967-04-22,F
6730,Sacha Baron Cohen,UK,1971-10-13,M
6734,Ken Davitian,USA,1953-06-19,M
6737,Jay Roach,USA,1957-06-14,M
6751,Siobhan Fallon Hogan,USA,1961-05-13,F
6752,Zeljko Ivanek,Slovenia,1957-08-15,M
6767,Larry Charles,USA,1956-02-20,M
6804,Graham Greene,Canada,1952-06-22,M
6806,Doug Hutchison,USA,1960-05-26,M
6807,Sam Rockwell,California,1968-11-05,M
6832,Melissa Leo,USA,1960-09-14,F
6856,Kurt Russell,USA,1951-03-17,M
6884,Patty Jenkins,USA,1971-07-24,F
6885,Charlize Theron,South Africa,1975-08-07,F
6905,Bruce Dern,USA,1936-06-04,M
6913,Ellen Barkin,USA,1954-04-16,F
6916,Peter Jason,USA,1944-07-22,M
6929,Tippi Hedren,U.S,1930-01-19,F
6941,Cameron Diaz,USA,1972-08-30,F
6944,Octavia Spencer,USA,1972-05-25,F
6949,John Malkovich,USA,1953-12-09,M
6968,Hugh Jackman,Australia,1968-10-12,M
6972,Ian McShane,UK,1942-09-29,M
6975,Meera Syal,UK,1961-06-27,F
6985,Jody Halse,,,
7004,Paul Sorvino,USA,1939-04-13,M
7013,Mark Camacho,Canada,1964-04-12,M
7017,Roger Michell,South Africa,1956-06-05,M
7024,Nick Gillard,,,M
7026,Rhys Ifans,UK,1967-07-22,M
7029,Roger Frost,UK,1948-06-09,M
7030,Henry Goodman,Londra,1950-04-23,M
7031,Julian Rhind-Tutt,UK,1968-07-20,M
7037,Jean-Hugues Anglade,France,1955-07-29,M
7056,Emma Thompson,England,1959-04-15,F
7060,Martin Freeman,UK,1971-09-08,M
7074,Peter Brocco,USA,1903-01-16,M
7077,Scatman Crothers,USA,1910-05-23,M
7087,Brad Bird,USA,1957-09-11,M
7090,Kelsey Grammer,U.S. Virgin Islands,1955-02-21,M
7132,Vincent D'Onofrio,USA,1959-06-30,M
7140,Leonard Termo,USA,1935-03-06,M
7164,Frank Vincent,USA,1939-08-04,M
7167,Don Rickles,U.S.,1926-05-08,M
7187,Richard Donner,USA,1930-04-24,M
7219,David Andrews,USA,1952-01-01,M
7248,Cliff Curtis,Zélande,1968-07-27,M
7256,Lee Tamahori,New Zealand,1950-06-17,M
7275,Patrick Chesnais,,1947-03-18,M
7276,Anne Consigny,France,1963-05-25,F
7277,Georges Wilson,France,1921-10-16,M
7278,Lionel Abelanski,France,1964-10-22,M
7279,Cyril Couton,,,M
7283,Olivier Claverie,France,1959-03-03,M
7285,Stéphan Wojtowicz,,,
7301,Anthony Perkins,USA,1932-04-04,M
7372,Pedro Armendáriz Jr.,Mexico,1940-04-06,M
7399,Ben Stiller,USA,1965-11-30,M
7404,Sarah Silverman,USA,1970-12-01,F
7420,Harvey Fierstein,U.S.,1954-06-06,M
7447,Alec Baldwin,USA,1958-04-03,M
7467,David Fincher,USA,1962-08-28,M
7470,Meat Loaf,USA,1947-09-27,M
7471,Zach Grenier,USA,1954-02-12,M
7472,Richmond Arquette,USA,1963-08-21,M
7473,Rachel Singer,,,F
7482,Julian Schnabel,USA,1951-10-26,M
7487,David Bowie,UK,1947-01-08,M
7497,Holt McCallany,USA,1964-09-03,M
7499,Jared Leto,USA,1971-12-26,M
7505,Roddy McDowall,UK,1928-09-17,M
7517,Kate Bosworth,USA,1983-01-02,F
7531,Joseph P. Reidy,,,M
7568,Dominique Davray,France,1919-01-27,F
7570,Lauren Bacall,USA,1924-09-16,F
7576,Bill Raymond,USA,1938-09-09,M
7624,Stan Lee,USA,1922-12-28,M
7632,Shelley Winters,USA,1920-08-18,F
7676,William Atherton,USA,1947-07-30,M
7682,Anthony Dawson,UK,1916-10-18,M
7691,Caroline Ducey,France,1977-01-01,F
7692,Sagamore Stévenin,,1974-06-09,M
7693,François Berléand,France,1952-04-22,M
7694,Rocco Siffredi,Italy,1964-05-04,M
7706,Roxane Mesquida,France,1981-10-01,F
7707,Libero De Rienzo,Italia,1978-02-24,M
7709,Romain Goupil,Francia,1951-08-25,
7775,Stephen Sommers,USA,1962-03-20,M
7796,Illeana Douglas,USA,1965-07-25,F
7803,Christian Berkel,Germany,1957-10-28,M
7832,Oliver Hirschbiegel,Germany,1957-12-29,M
7868,Maury Chaykin,USA,1949-07-27,M
7879,John Lasseter,USA,1957-01-12,M
7882,Jeff Pidgeon,,1965-03-19,M
7904,Billy Crystal,USA,1948-03-14,M
7907,John Ratzenberger,USA,1947-04-06,M
7908,Frank Oz,United Kingdom,1944-05-25,M
7911,Joe Ranft,,1960-03-13,M
7918,Bud Luckey,USA,1934-07-28,M
7932,Rhett Reese,,,M
7960,Jerome Ranft,,,M
8032,Dylan Brown,,,M
8065,Torbin Xan Bullock,,,
8078,E.J. Holowicki,,,
8169,Tyrese Gibson,USA,1978-12-30,M
8170,Eva Mendes,USA,1974-03-05,F
8171,Ludacris,USA,1977-09-11,M
8183,Kathleen Quinlan,USA,1954-11-19,F
8184,Mary Kate Schellhardt,,1978-11-01,F
8189,Tracy Reiner,,1964-07-07,F
8191,Chris Ellis,USA,1956-04-14,M
8197,Sebastian Koch,Germany,1962-05-31,M
8198,Ulrich Tukur,Germany,1957-07-29,M
8205,Marie Gruber,Germany,1955-06-11,F
8210,Wes Bentley,USA,1978-09-04,M
8213,Sam Robards,USA,1961-12-16,M
8214,Barry Del Sherman,USA,1962-11-10,M
8224,Alec McCowen,Kent,1925-05-26,M
8289,Billy Crudup,USA,1968-07-08,M
8293,Marion Cotillard,France,1975-09-30,F
8296,Christophe Gans,France,1960-03-11,M
8329,Radha Mitchell,Australia,1973-11-12,F
8349,Martin Sheen,USA,1940-08-03,M
8354,Albert Hall,U.S.,1937-11-10,M
8373,Nicolas Boukhrief,France,1963-06-04,M
8395,Luke Perry,USA,1966-10-11,M
8396,Tom Lister Jr.,USA,1958-06-24,M
8398,John Bluthal,Poland,1929-08-12,M
8399,Christopher Fairbank,UK,1953-10-04,M
8400,Kim Chan,,1917-12-28,M
8436,Miranda Richardson,UK,1958-03-03,F
8437,Teri Garr,USA,1944-12-11,F
8447,Jeff Daniels,USA,1955-02-19,M
8534,Kathy Bates,USA,1948-06-28,F
8536,Victor Garber,Canada,1949-03-16,M
8540,Danny Nucci,Austria,1968-09-15,M
8541,Jason Barry,Ireland,1972-12-14,M
8545,Bernard Fox,UK,1927-05-11,M
8557,Fernando Meirelles,Brazil,1955-11-09,M
8591,Ted Grossman,,,
8602,Alice Braga,Brazil,1983-04-15,F
8606,Robert Shaw,UK,1927-08-09,M
8635,Buster Keaton,USA,1895-10-04,M
8645,Vivian Kubrick,USA,1960-08-05,F
8654,Matthew Modine,USA,1959-03-22,M
8655,R. Lee Ermey,USA,1944-03-24,M
8657,Kevyn Major Howard,,,
8664,Bruce Boa,Canada,1930-07-10,M
8665,Ian Tyler,,,
8666,Sal Lopez,,1954-11-08,
8668,Papillon Soo,,,
8669,Peter Edmund,,,M
8682,Gino Acevedo,,,
8685,Andrew Niccol,New Zealand,1964-06-01,M
8687,Chi McBride,USA,1961-09-23,M
8691,Zoe Saldana,USA,1978-06-19,F
8693,Jude Ciccolella,USA,1947-11-30,M
8700,Sasha Spielberg,USA,1990-05-14,
8732,Joe Siffleet,,,
8784,Daniel Craig,UK,1968-03-02,M
8785,Ciarán Hinds,UK,1953-02-09,M
8786,Ayelet Zurer,Israel,1969-06-28,F
8789,Mathieu Amalric,France,1965-10-25,M
8791,Marie-Josée Croze,Canada,1970-02-23,F
8844,Lawrence Kasdan,USA,1949-01-14,M
8857,Debbie Reynolds,USA,1932-04-01,F
8873,Annie Potts,USA,1952-10-28,F
8891,John Travolta,USA,1954-02-18,M
8924,Frank Langella,USA,1938-01-01,M
8925,Emmanuelle Seigner,France,1966-06-22,F
8930,John Cleese,UK,1939-10-27,M
8937,John Wood,UK,1930-07-05,M
8945,Kevin Kline,USA,1947-10-24,M
8979,Patrick Malahide,UK,1945-03-24,M
8984,Bill Pullman,U.S.A.,1953-12-17,M
8986,James Rebhorn,USA,1948-09-01,M
8987,Lisa Jakub,Canada,1978-12-27,F
9013,Kevin McKidd,UK,1973-08-09,M
9015,Kelly Macdonald,UK,1976-02-23,F
9030,Thandie Newton,UK,1972-11-06,F
9032,Bryan Singer,USA,1965-09-17,M
9045,Stephen Baldwin,USA,1966-05-12,M
9046,Chazz Palminteri,USA,1952-05-15,M
9047,Christine Estabrook,,1952-09-13,F
9048,Clark Gregg,USA,1962-04-02,M
9126,Edward Fox,UK,1937-04-13,M
9128,Derek de Lint,Netherlands,1950-07-17,M
9137,Renée Zellweger,USA,1969-04-25,F
9138,Gemma Jones,UK,1942-12-04,F
9139,Celia Imrie,UK,1952-07-15,F
9142,Paul Brooke,U.K.,1944-11-22,M
9144,Sally Phillips,British Crown Colony [now now China],1970-05-10,F
9168,Alan Parker,UK,1944-02-14,M
9172,Elizabeth Whitcraft,,,F
9181,Edward Zwick,USA,1952-10-08,M
9191,Timothy Spall,UK,1957-02-27,M
9192,Togo Igawa,Japan,1946-09-26,M
9193,Shun Sugata,Japan,1955-02-17,M
9208,Robert Wagner,USA,1930-02-10,M
9273,Amy Adams,Italy,1974-08-20,F
9275,Frank John Hughes,USA,1967-11-11,M
9277,John Finn,USA,1952-09-30,M
9278,Jennifer Garner,USA,1972-04-17,F
9281,Elizabeth Banks,USA,1974-02-10,F
9284,Thomas Kopache,USA,1945-10-17,M
9286,Louis Eppolito,,,M
9289,Michael Massee,USA,1955-08-16,M
9290,Henry Rollins,USA,1961-02-13,M
9291,Michael Shamus Wiles,USA,1955-10-27,M
9305,Heather Stephens,,,F
9306,Scott Coffey,United States,1964-05-01,M
9309,Richard Pryor,USA,1940-12-01,M
9313,Lisa Boyle,USA,1964-08-06,F
9437,Hank Amos,,,
9464,Harry Lennix,USA,1964-11-16,M
9560,Ellen Burstyn,USA,1932-12-07,F
9575,Jada Pinkett Smith,USA,1971-09-18,F
9599,Cloris Leachman,USA,1926-04-30,F
9625,Linda Fiorentino,USA,1958-03-09,F
9626,Rip Torn,USA,1931-02-06,M
9630,Sergio Calderón,Mexico,1945-07-21,M
9632,Fredric Lehne,USA,1959-02-03,M
9634,Kent Faulcon,,,M
9642,Jude Law,UK,1972-12-29,M
9657,Patrick Warburton,USA,1964-11-14,M
9740,René Clément,France,1913-03-18,M
9741,Jean Marais,France,1913-12-11,M
9746,Michel Auclair,Germany,1922-09-14,M
9765,Françoise Fabian,Algeria,1933-05-10,F
9766,Macha Méril,Morocco,1940-09-03,F
9777,Cuba Gooding Jr.,USA,1968-01-02,M
9778,Ice Cube,USA,1969-06-15,M
9780,Angela Bassett,USA,1958-08-16,F
9789,Robert Altman,USA,1925-02-20,M
9805,Sally Kellerman,USA,1937-06-02,F
9824,Diane Kruger,Germany,1976-07-15,F
9828,Garrett Hedlund,USA,1984-09-03,M
9831,Vincent Regan,Wales,1965-05-16,M
9855,Terence Young,China,1915-06-20,M
9871,Ursula Andress,Switzerland,1936-03-19,F
9874,Bernard Lee,UK,1908-01-10,M
9877,Eunice Gayson,UK,1928-03-17,F
9878,Lois Maxwell,Canada,1927-02-14,F
9880,Sam Shepard,USA,1943-11-05,M
9893,Aurore Clément,France,1945-10-12,F
9894,Bernhard Wicki,Austria,1919-10-28,M
9901,Nadja Regin,Yugoslavia,1931-12-02,F
9906,Desmond Llewelyn,,1914-09-12,M
9908,Gert Fröbe,Germany,1913-02-25,M
9915,Guy Hamilton,France,1922-09-16,M
9919,Claudine Auger,France,1941-04-26,F
9920,Adolfo Celi,Italy,1922-07-27,M
9925,Martine Beswick,,1941-09-26,F
9951,Kevin McClory,Ireland,1926-06-08,M
9976,Henry Thomas,USA,1971-09-09,M
10017,Charlton Heston,USA,1923-10-04,M
10051,Tobe Hooper,USA,1943-01-25,M
10074,Charles Gray,UK,1928-08-29,M
10075,Tsai Chin,China,1936-11-30,F
10076,Lewis Gilbert,UK,1920-03-06,M
10127,Jon Voight,USA,1938-12-29,M
10128,William Lee Scott,U.S.,1973-07-06,M
10132,Colm Feore,USA,1958-08-22,M
10134,Mako Iwamatsu,Japan,1933-12-10,M
10135,Jesse James,USA,1989-09-14,M
10137,Steve Rankin,USA,,
10138,Brian Haley,USA,1963-02-12,M
10179,John Glen,UK,1932-05-15,M
10182,Ving Rhames,USA,1959-05-12,M
10205,Sigourney Weaver,USA,1949-10-08,F
10207,William Hope,Canada,1955-03-02,M
10208,Al Matthews,USA,1942-11-21,M
10222,Roger Moore,UK,1927-10-14,M
10224,Clifton James,USA,1920-05-29,M
10262,Andréa Ferréol,France,1947-01-06,F
10297,Matthew McConaughey,USA,1969-11-04,M
10342,Maud Adams,Sweden,1945-02-12,F
10360,Robert Prosky,USA,1930-12-13,M
10430,Fred Ward,USA,1942-12-30,M
10431,Jennifer Jason Leigh,USA,1962-02-05,F
10437,Lily Tomlin,USA,1939-09-01,F
10459,Curd Jürgens,Germany,1915-12-13,M
10460,Richard Kiel,USA,1939-09-13,M
10462,Geoffrey Keen,UK,1916-08-21,M
10465,Edward de Souza,,1932-09-04,M
10476,Corinne Cléry,France,1950-03-23,F
10486,Chelcie Ross,USA,1942-10-26,M
10488,Benjamin Mouton,,,M
10489,Jack McGee,USA,1949-02-02,M
10491,Paul Verhoeven,Netherlands,1938-07-18,M
10500,Carole Bouquet,France,1957-08-18,F
10507,Jack Hedley,UK,1930-10-28,M
10513,Robert Brown,UK,1921-07-23,M
10531,Kitty Bradbury,,1875-05-17,F
10580,Tracie Thoms,USA,1975-08-19,F
10586,Richard Lester,U.S.,1932-01-19,M
10648,Michael Kitchen,UK,1948-10-31,M
10654,Graham Crowden,,1922-11-30,M
10655,Leslie Phillips,UK,1924-04-20,M
10657,Shane Rimmer,Canada,1929-05-28,M
10669,Timothy Dalton,UK,1946-03-21,M
10671,Joe Don Baker,USA,1936-02-12,M
10672,Art Malik,Pakistan,1952-11-13,M
10691,April Grace,USA,1962-05-12,F
10696,Famke Janssen,Netherlands,1964-11-05,F
10697,Alan Cumming,UK,1965-01-27,M
10698,Tchéky Karyo,Turkey,1953-10-04,M
10699,Samantha Bond,UK,1961-11-27,F
10701,Simon Kunz,England,,M
10702,Martin Campbell,USA,1943-10-24,M
10707,Terry Jones,UK,1942-02-01,M
