id,nom,pays,naissance,sexe
37937,Gregory Alan Williams,USA,1956-06-12,M
37966,Henri Cogan,France,1914-09-13,M
38007,Just Jaeckin,France,1940-08-08,M
38010,Gabriel Briand,,,
38116,Olivier Hussenot,,1913-09-10,M
38172,Raoul Delfosse,France,1924-05-12,M
38225,Cher,USA,1946-05-20,F
38341,Bulle Ogier,France[now Seine],1939-08-09,F
38351,Elisabeth Depardieu,,1941-08-05,
38389,Didier Pain,France,1947-12-08,M
38404,Véronique Barrault,,,
38425,Amber Valletta,Unis,1974-02-09,F
38450,Stéphan Guérin-Tillié,Reims,,M
38459,Karl Markovics,Austria,1963-08-23,M
38499,Maurice Barrier,France,1932-06-08,M
38500,Bernard-Pierre Donnadieu,France,1949-07-02,M
38501,Isabelle Sadoyan,France,1928-05-12,F
38507,Francis Veber,France,1937-07-28,M
38516,Denys Arcand,Canada,1941-06-25,M
38529,Yves Jacques,Canada,1956-05-10,M
38559,Christopher Lambert,USA,1957-03-29,M
38570,Ken Jenkins,Ohio,1940-08-28,M
38572,Gavin Grazer,California,1961-11-16,M
38647,Philippe Caroit,France,1959-09-29,M
38649,Madeleine Damien,,,
38651,David Baxt,,,
38673,Channing Tatum,USA,1980-04-26,M
38863,Alice Taglioni,France,1976-07-26,F
38864,Arthur Jugnot,France,1980-12-02,M
38877,Marianne Denicourt,France,1966-05-14,F
38883,Arnaud Desplechin,France,1960-10-31,M
38890,Malka Ribowska,,1928-05-20,F
38899,László Szabó,Hongrie,1936-03-24,M
38901,Guy Marchand,France,1937-05-22,M
38914,Christian Marquand,,1927-03-15,M
38915,Serge Marquand,France,1930-03-12,M
38941,Jim Sturgess,UK,1978-05-16,M
39009,Joseph Losey,USA,1909-01-14,M
39058,Julien Duvivier,France,1896-10-03,M
39061,Maria Machado,Germany,1937-10-16,F
39092,Geneviève Grad,France,1944-07-05,F
39093,Daniel Cauchy,,1930-03-13,M
39095,André Badin,,,
39097,Hubert de Lapparent,,,
39098,Henri Virlojeux,France,1924-03-22,M
39138,Jean Girault,France,1924-05-09,M
39142,Michel Modo,France,1937-03-30,M
39143,Guy Grosso,,1933-08-19,
39144,Patrice Laffont,,1940-08-21,M
39145,France Rumilly,,1939-05-01,F
39146,Jean-Pierre Bertrand,,,
39148,Maria Pacôme,France,1923-07-18,F
39149,Nicole Vervil,,1920-10-31,F
39152,Yves Vincent,,1921-08-05,M
39177,Maurice Teynac,France,1915-08-08,
39179,Raoul Billerey,France,1920-10-12,M
39180,Jean Tissier,,1896-04-01,M
39184,Albert Michel,France,1909-10-03,M
39187,Olivia Colman,UK,1974-01-30,F
39195,Elsa Zylberstein,France,1968-10-16,F
39199,Valérie Lagrange,France,1942-02-25,F
39214,Nick Jameson,U.S.,1950-07-10,M
39243,Michel Deville,,1931-04-13,
39331,Alice Sapritch,,1916-07-29,F
39334,Yves Barsacq,France,1931-06-17,M
39341,Maurice Vallier,,,
39344,Michel Francini,,,
39345,Antoine Mayor,,,
39347,Rosine Young,,,
39350,Anémone,France,1950-08-09,F
39388,Amy Ryan,USA,1969-11-30,F
39389,Titus Welliver,USA,1961-03-12,M
39443,Jacques Rispal,France,1923-08-01,M
39459,Hayley Atwell,England,1982-04-05,F
39491,Olga Georges-Picot,China,1940-01-06,F
39645,Francis Blanche,France,1919-07-21,M
39646,Mireille Darc,France,1938-05-15,F
39659,Burn Gorman,U.S.A.,1974-09-01,M
39660,Tamer Hassan,UK,1968-03-18,M
39661,Francis Magee,Ireland,1959-06-26,M
39678,Rab Affleck,UK,1953-01-30,M
39681,Stephen Walters,,,M
39683,Ivan Kaye,,,M
39685,Neil Finnighan,England,,M
39721,Ellen Bahl,,,F
39780,Frank Stallone,New York,1950-07-30,M
39882,Andrée Tainsy,,,F
39884,Jacques Frantz,France,1947-04-04,M
39887,Dany Saval,France,1942-01-05,F
39889,Jacqueline Maillan,,1923-01-11,F
39953,Jean Martin,France,1922-03-06,M
39958,Nicole Desailly,,,
40036,Taraji P. Henson,USA,1970-09-11,F
40039,Josh Stewart,USA,1977-02-06,M
40043,Niall Buggy,Ireland,1948-10-03,M
40224,Thomas Morris,Austria,1966-05-21,M
40256,D.J. Caruso,USA,1965-01-17,M
40304,Jacques Nolot,France,1943-08-31,M
40305,Stéphane Freiss,France,1960-11-27,M
40307,John Maybury,UK,1958-03-25,M
40311,Adrian Scarborough,UK,1968-05-10,M
40377,Roger Guenveur Smith,USA,1959-07-27,M
40450,Yo Oizumi,,1973-04-03,M
40451,Akio Otsuka,Japan,1959-11-24,M
40462,Kristen Bell,USA,1980-07-18,F
40477,Chris O'Dowd,Ireland,1979-10-09,M
40481,Luis Guzmán,Puerto Rico,1956-08-28,M
40539,Denise Péronne,Switzerland,1920-09-22,F
40543,John Ortiz,USA,1968-05-23,M
40638,Guy Henry,UK,1960-10-17,M
40644,Chad Stahelski,USA,1968-09-20,M
40684,David Leitch,USA,1969-12-31,M
40687,Richard Laing,,,M
40740,Rocky Taylor,UK,1945-02-28,M
40969,René Génin,France,1890-01-25,M
40976,Claude Cerval,France,1921-02-21,
41014,Valérie Karsenti,France,1968-08-26,
41019,Wilbur Fitzgerald,,,M
41020,E. Roger Mitchell,USA,1971-02-18,M
41029,Bernard Campan,France,1958-04-04,M
41031,François Rollin,France,1953-05-31,M
41035,Edouard Baer,France,1966-12-01,M
41039,Judd Apatow,U.S.,1967-12-06,M
41091,Kristen Wiig,USA,1973-08-22,F
41206,Jean-Pierre Gos,,,M
41316,Igal Naor,Israel,1958-06-25,M
41379,Omid Djalili,UK,1965-09-30,M
41381,Sadie Frost,UK,1965-06-19,F
41419,Hugh Laurie,UK,1959-06-11,M
41517,Christian Clemenson,USA,1958-03-17,M
41518,Véra Belmont,,,
41526,Patrick Timsit,Algeria,1959-07-15,M
41527,Remo Girone,Asmara,1948-12-01,M
41528,Franck de la Personne,,1963-10-29,M
41547,Georgina Chapman,,,F
41561,Kenneth Choi,USA,1971-10-20,M
41662,Lindsay Sloane,USA,1977-08-08,F
41671,Nimród Antal,USA,1973-11-30,M
41686,Neil Patrick Harris,USA,1973-06-15,M
41742,Ravil Isyanov,USSR [now now Russia],1962-08-20,M
41746,Serge Houde,Canada,1953-02-16,M
41877,Muriel Robin,France,1955-08-02,F
41881,Aymen Saïdi,,,M
42200,Lennie Loftin,,,M
42216,Charlotte Salt,England as Charlotte Leah Salt.,1985-08-12,F
42284,Sonje Fortag,,,
42286,Julene Renee,,,F
42287,Leslie Zemeckis,USA,1969-02-05,F
42290,Shay Duffin,,1931-02-26,M
42291,Jacquie Barnbrook,UK,,F
42296,Gwen McGee,,,F
42362,Eddie Deezen,Maryland,1958-03-06,M
42547,Jay Acovone,USA,1955-08-20,M
42694,Tamara Tunie,USA,1959-03-14,F
42715,Amber Smith,USA,1971-03-02,F
42994,David Dobkin,USA,1969-06-23,M
43010,"Thomas Rosales, Jr.",USA,1948-02-03,M
43034,Tom Goodman-Hill,UK,1968-05-21,M
43131,Gerard McSorley,Northern Ireland,1950-09-14,M
43141,Pete Travis,England,,M
43366,Ann Dowd,USA,1956-01-30,F
43373,Aaron Himelstein,USA,1985-10-10,M
43431,Barclay Hope,Canada,1958-02-25,M
43436,Mehdi Nebbou,France,1974-01-10,M
43461,Endre Hules,Hungary,,M
43547,Nonso Anozie,UK,1979-05-28,M
43554,Josef Altin,England,,M
43555,Mina E. Mina,,,M
43643,Frank Lammers,Netherlands,1972-04-10,M
43775,Jane Lynch,USA,1960-07-14,F
43780,François Jerosme,,,
43814,Nathalie Delon,Morocco.,1941-08-01,F
43858,Ryan Hurst,U.S.,1976-06-19,M
43978,John Mahon,USA,1938-02-02,M
43993,Christophe Barratier,France,1963-06-17,M
44029,Fabienne Rawley,,,
44050,Mario Machado,China,1935-04-22,M
44079,Charlotte Rampling,UK,1946-02-05,F
44104,Milena Vukotić,Italy,1938-04-23,F
44233,Mathilda May,France,1965-02-08,F
44234,Jean-Marie Winling,France,1947-01-01,M
44407,Bernard Charlan,France,1915-11-06,M
44408,André Thorent,France,1922-05-28,M
44419,Peter Cellier,,,
44554,Alain Berbérian,Liban,1953-07-02,M
44556,Richard Anconina,France,1953-01-28,M
44560,Hubert Saint-Macary,,1949-05-18,M
44654,Scali Delpeyrat,France,1971-09-14,
44700,Anthony Sharp,UK,1915-06-16,M
44735,Jesse Eisenberg,USA,1983-10-05,M
44736,Goran Kostić,Bosnia and Herzegovina),1971-11-18,M
45152,Olivier Gourmet,Belgium,1963-07-22,M
45386,Mary Stein,USA,,F
45396,Ross Partridge,USA,1968-02-26,M
45447,Jean-Paul Muel,France,1944-06-06,M
45523,Lila Kedrova,Russia),1918-10-09,F
45799,Benny Andersson,Sweden,1946-12-16,M
45849,Christian Erickson,,,M
46274,James Thiérrée,Switzerland,1974-05-02,M
46593,Emile Hirsch,USA,1985-03-13,M
46788,Jacques Legras,France,1923-10-25,M
46919,Thomas F. Duffy,USA,1955-11-09,M
46921,Michael Jace,USA,1965-07-13,M
47005,Alan Taylor,,1965-01-01,M
47085,Ronald Guttman,Belgium,1952-08-12,M
47296,Jeffrey Dean Morgan,USA,1966-04-22,M
47336,Marc Lavoine,France,1962-08-06,M
47337,Gérard Darmon,France,1948-02-29,M
47468,Frances de la Tour,UK,1944-07-30,F
47525,Andrew Bicknell,,1956-06-17,M
47547,John Bennett,UK,1928-05-08,M
47627,Janet McTeer,England,1961-05-08,F
47774,Vincent Pastore,USA,1946-07-14,M
47793,George Babluani,,,M
47797,Fred Ulysse,,,
47808,Christopher Malcolm,UK,1946-08-19,M
47820,Benoît Poelvoorde,Belgique,1964-09-22,M
47822,Bouli Lanners,Belgium,1965-05-20,M
47825,Jérôme Le Banner,France,1972-12-26,M
47826,Alexandre Astier,Francia,1974-06-16,M
47829,Elie Semoun,,1963-10-16,M
47859,Lee Horsley,,1955-05-15,M
47879,John Savage,USA,1949-08-25,M
47886,Jorge Luke,Mexico,1942-01-01,M
47974,Bob Spiers,UK,1945-09-27,M
47990,Elvis Costello,England,1954-08-25,M
47991,Bob Geldof,Ireland,1951-10-05,M
48393,Victor Schefé,Germany,1968-08-04,M
48406,Olivia Bonamy,France,1972-09-21,F
48408,Serge Boutleroff,,,
48409,David Saracino,,,M
48417,Roger Lumont,France,1934-02-21,M
48514,Eric Judor,France,1969-07-25,M
48576,Charles Berling,France[now Marne],1958-04-30,M
48577,Mathilde Seigner,France,1968-01-17,F
48583,Anne Fontaine,Luxembourg,1959-07-15,F
48587,Brian Brophy,,,M
49000,Robert Le Vigan,France,1900-01-05,M
49025,Samuel Le Bihan,Francia,1965-11-02,M
49056,Martin Wuttke,,1962-02-08,M
49148,Calista Flockhart,USA,1964-11-11,F
49168,Noémie Lvovsky,France,1964-12-14,F
49275,Spencer Garrett,USA,1963-09-19,M
49278,Olivier Rabourdin,France,1959-03-03,M
49458,Salvatore Borgese,Italy,1937-03-05,M
49486,John Keogh,,1963-01-01,M
49487,Richard Sammel,Germany,1960-01-01,M
49748,Eric Prat,,1956-03-14,M
49749,Laurence Février,,,F
49756,Evelyne Didi,,1950-01-01,F
49832,R.D. Call,USA,,M
49918,Charlie Tahan,USA,1997-01-01,M
49920,Willow Smith,USA,2000-10-31,F
49921,Darrell Foster,,,M
49946,Jean-Philippe Écoffey,Switzerland,1959-07-08,M
49947,Gérard Watkins,UK,1965-07-04,M
49965,Tim Dutton,,,M
49971,Jennifer Ehle,USA,1969-12-29,F
50217,Michael Kelly,USA,1969-05-22,M
50347,Rachel Nichols,USA,1980-01-08,F
51100,Gad Elmaleh,Morocco,1971-04-19,M
51101,Marie-Christine Adam,Francia,1950-09-24,F
51102,Annelise Hesme,,1976-05-11,F
51105,Laurent Claret,,,M
51116,Pierre Salvadori,Tunisia,1964-11-08,M
51120,Elliot Cowan,UK,1976-10-21,M
51300,Derek Mears,USA,1972-04-29,M
51325,Jérémie Renier,Belgium,1981-01-06,M
51329,Bradley Cooper,USA,1975-01-05,M
51382,Chris Parnell,USA,1967-02-05,M
51464,Roy McCrerey,,,
51508,Joey Starr,France,1967-10-27,M
51533,Fran Kranz,USA,1983-07-13,M
51582,Ned Vaughn,USA,1964-11-20,M
51636,Jacky Ido,Burkina Faso,1977-05-14,M
51651,Joachim Paul Assböck,Germany,1965-10-26,M
51656,James Quattrochi,USA,1961-06-19,M
51663,Sean Gunn,USA,1974-05-22,M
51666,Patrick Coppola,,,
51797,Nathan Fillion,Canada,1971-03-27,M
51805,Kevin Anderson,USA,1960-01-13,M
51865,Michael Genet,,,
51875,Andrew V. McLaglen,UK,1920-07-28,M
51971,Nathalie Cerda,,,
51984,Mimi Leder,USA,1952-01-26,F
51990,T. J. Miller,United States,1981-06-04,M
52021,Frank Wood,,,M
52057,Obba Babatundé,USA,1951-12-01,M
52117,Horatio Sanz,Chile,1969-06-04,M
52139,Seth MacFarlane,USA,1973-10-26,M
52342,Olivier Marchal,France,1958-11-14,M
52344,Julien Rappeneau,,,
52346,Francis Renaud,France,1967-09-27,M
52347,Catherine Marchal,,1967-05-03,F
52348,Guy Lecluyse,France,1962-06-02,M
52358,Boaz Yakin,New York City,1966-06-20,M
52366,Andrew Bryniarski,USA,1969-02-13,M
52404,Mae Whitman,USA,1988-06-09,F
52405,Michael Hoffman,USA,1956-11-30,M
52419,Josh Hamilton,USA,1969-06-09,M
52476,Dylan Bruno,USA,1972-09-06,M
52576,José Padilha,Brazil,1967-08-01,M
52603,Alfonso Freeman,,1959-09-13,M
52609,Breck Eisner,USA,1970-12-24,M
52699,Danny Mann,,1951-07-28,M
52760,Alan Dale,New Zealand,1947-05-06,M
52779,Ryan Murphy,USA,1965-11-30,M
52801,Patrick Fischler,USA,1969-12-29,M
52848,Isla Fisher,Oman,1976-02-03,F
52851,Paula Patton,USA,1975-12-05,F
52852,Kat Dennings,U.S.,1986-06-13,F
52860,Judah Friedlander,U.S.,1969-03-16,M
52865,Garry Shandling,USA,1949-11-29,M
52870,Tim Johnson,,,M
52885,Ritchie Montgomery,,,M
52886,Jeffrey Donovan,USA,1968-05-11,M
52888,Paul Ritter,,1966-03-05,M
52889,Johnny Vegas,UK,1971-09-11,M
52903,Anthony De Longis,USA,1950-03-23,M
52908,Collin Chou,China,1967-08-11,M
52925,Donna W. Scott,,,F
52968,Russell Mulcahy,Australia,1953-06-23,M
52995,Edward Herrmann,U.S.,1943-07-21,M
52997,Rob Corddry,USA,1971-02-04,M
53201,Edgar Givry,,,
53203,Laurent Gamelon,,1960-06-19,M
53204,Vincent Moscato,France,1965-07-28,M
53252,Noel Gugliemi,USA,1970-01-01,M
53256,Terry Crews,USA,1968-07-30,M
53257,Emilio Rivera,USA,1961-02-24,M
53334,Jim Sheridan,Ireland,1949-02-06,M
53425,Alexandra Vandernoot,Belgium,1965-09-19,F
53492,Sam Huntington,USA,1982-04-01,M
53515,Beatie Edney,UK,1962-10-23,F
53573,Olek Krupa,Poland,1955-08-31,M
53584,Alan North,USA,1920-12-23,M
53587,Peter Diamond,UK,1929-08-10,M
53593,Pete Antico,,,M
53594,Peter Bromilow,,,
53650,Anthony Mackie,USA,1979-09-23,M
53651,Monique Gabriela Curnen,USA,1977-09-07,F
53657,Pasquale Festa Campanile,Italy,1927-07-28,M
53688,Lily Cole,UK,1988-05-19,F
53807,Armie Hammer,USA,1986-08-28,M
53820,Michael C. Hall,USA,1971-02-01,M
53904,Johan Leysen,,1950-02-19,M
53906,Bruno Abraham-Kremer,,,M
53931,Sandy Martin,USA,1950-01-01,F
53963,Robert Stanton,USA,1963-03-08,M
54014,David Hayman,UK,1948-02-09,M
54165,Zoé Félix,France,1976-05-07,F
54167,Line Renaud,France,1928-07-02,F
54168,Anne Marivin,France,1974-01-23,F
54170,Jérôme Commandeur,France,1976-04-12,M
54222,Jean-Paul Salomé,France,1960-09-14,M
54227,Marie Gillain,Belgium,1975-06-18,F
54228,Déborah François,Belgium,1987-05-24,F
54230,Maya Sansa,,1975-09-25,F
54233,Vincent Rottiers,France,1986-06-17,M
54273,Philippe Claudel,France,1962-02-02,
54274,Serge Hazanavicius,France,1963-09-11,M
54280,Catherine Hosmalin,,,F
54291,Gilles Lellouche,France,1972-07-05,M
54292,Julie Ferrier,France,1971-12-05,F
54293,Xavier Robic,,,
54294,Farida Khelfa,,,F
54324,Valérie Bonneton,France,1970-04-05,F
54325,Alice de Lencquesaing,France,1991-01-01,F
54376,Henri Génès,France,1919-07-02,M
54379,Rudy Lenoir,,1913-04-20,M
54381,Jean Droze,,1925-06-26,M
54382,Paul Mercey,Belgrade,1923-01-10,
54383,Jean Minisini,France,1923-03-09,M
54387,Rémy Julienne,,,
54389,Pierre Roussel,,,
54392,Claude Salez,,,
54394,Raymond Pierson,,,
54395,Guy Bonnafoux,,,M
54396,Tony Rödel,,,
54403,Jean-Pierre Posier,,,M
54415,Josh Gad,USA,1981-02-23,M
54441,James Ivory,USA,1928-06-07,M
54472,Martin McDonagh,UK,1970-03-26,M
54507,Jon M. Chu,USA,1979-11-02,M
54675,Zabou Breitman,France,1959-10-30,F
54694,Clement Blake,USA,1948-12-02,M
54696,Joe Nunez,,,M
54697,Dave Franco,USA,1985-06-12,M
54738,Jack Huston,UK,1982-12-07,M
54800,Anna Maria Horsford,USA,1948-03-06,F
54807,Affif Ben Badra,,1960-01-01,M
54864,Geno Silva,,1948-01-20,M
54882,Morena Baccarin,Brazil,1979-06-02,F
54918,Vincent Elbaz,France,1971-02-03,M
54920,Dominic Gould,,1964-09-19,
54922,Nicolas Briançon,France,1962-07-29,
55085,Amber Heard,USA,1986-04-22,F
55089,Evan Peters,USA,1987-01-20,M
55205,Stephen Bishop,,1971-09-14,M
55258,Robinne Lee,,1974-07-16,F
55314,Kimberly Elise,United States,1967-04-17,F
55327,Julien Courbey,France,1976-03-12,M
55364,Steven Robertson,,1980-01-01,M
55379,Yann Samuell,France,1965-06-07,M
55383,Emmanuelle Grönvold,,,F
55411,David Gyasi,UK,1980-01-02,M
55466,James Corden,UK,1978-06-17,M
55470,Dominic Cooper,UK,1978-06-02,M
55585,Sam Spruell,UK,1977-01-01,M
55620,Jacques Hilling,Australia,1926-05-22,M
55636,Donald Sutherland,Canada,1935-07-17,M
55664,Chika Sakamoto,,,
55710,Adam McKay,USA,1968-04-17,M
55788,Keith Dallas,USA,1978-05-10,M
55803,Christine Citti,France,1962-10-26,F
55805,André Marcon,France,1948-06-07,M
55911,Billy J. Mitchell,,1942-01-01,M
55920,Charles Gérard,Turkey,1922-12-01,M
55934,Taika Waititi,New Zealand,1975-08-16,M
55936,Jemaine Clement,New Zealand,1974-01-10,M
55968,Rodolphe Marconi,,,
56024,Jean Dujardin,France,1972-06-19,M
56100,Alistair Petrie,UK,1970-09-30,M
56103,Hattie Morahan,UK,1978-01-01,F
56120,Yuji Okumoto,USA,1959-04-20,M
56225,Olivier Van Hoofstadt,,,
56226,Florence Foresti,France,1973-11-08,F
56241,Rachida Brakni,France,1977-02-15,
56285,Bruno Todeschini,,1962-09-19,M
56286,Thibault Vinçon,,1976-07-15,M
56288,Alysson Paradis,France,1984-05-29,F
56323,Tina Fey,USA,1970-05-18,F
56365,Charlie Hunnam,UK,1980-04-10,M
56382,Pierre Schöller,,,M
56402,Vahina Giocante,France,1981-06-30,F
56404,Patrick Mille,,1970-04-08,M
56405,Frédéric Beigbeder,France,1965-09-21,M
56411,Glenn Ficarra,Stati Uniti d'America,1971-05-27,M
56512,Tarsem Singh,India,1961-05-06,M
56614,Ray Stevenson,UK,1964-05-24,M
56650,Ray Fearon,UK,1967-06-01,M
56654,Laura Morante,Italy,1956-08-21,F
56691,Saverio Guerra,,1964-08-24,M
56717,Tom Vaughan,UK,1969-09-05,M
56731,Jessica Alba,USA,1981-04-28,F
56734,Chloë Grace Moretz,USA,1997-02-10,F
56735,David Moreau,France,1976-07-14,M
56755,Patricia Birch,USA,,F
56778,Stuart Townsend,Ireland,1972-12-15,M
56890,Malcolm McDowell,UK,1943-06-13,M
57012,Fares Fares,Lebanon,1973-04-29,M
57113,Dan Gilroy,USA,1959-06-24,M
57130,Todd Phillips,USA,1970-12-20,M
57134,James Wong,China,1959-04-20,M
57155,Boots Southerland,,,M
57199,Mark Mylod,,,M
57207,Tony Jaa,Surin Thailand,1976-02-05,M
57298,Anne Parillaud,France,1960-05-06,F
57299,Patrick Fontana,,,M
57434,Amy Heckerling,USA,1954-05-07,F
57451,Leslie Bibb,USA,1974-11-17,F
57641,Dino Risi,Milano (Italy),1916-12-23,
57738,Samuel Labarthe,Switzerland,1952-05-16,M
57739,Marianne Borgo,,,F
57741,Mark Osborne,USA,1970-09-17,M
57755,Woody Harrelson,USA,1961-07-23,M
57832,Daniel Lee,,,M
57851,Bernard Rose,UK,1960-08-04,M
57962,Mort Nathan,,,M
58016,Anna Friel,UK,1976-07-12,F
58189,Justin Lin,Taiwan,1971-10-01,M
58220,Hugh Hudson,UK,1936-08-25,M
58224,Jason Sudeikis,USA,1975-09-18,M
58225,Zach Galifianakis,USA,1969-10-01,M
58324,Jean-François Richet,France,1966-07-02,M
58333,Tom Kemp,,,M
58384,Anthony Waller,Lebanon,1959-10-24,M
58475,Angus MacInnes,Canada,1947-10-27,M
58477,Jonathan Loughran,,,
58510,John Burke,USA,,M
58533,Jessie Keosian,,1905-10-15,F
58535,Paul Herman,USA,1946-03-29,M
58544,Neal Huff,USA,,M
58549,Bill Irwin,USA,1950-04-11,M
58579,Rita Davies,UK,1933-02-24,F
58616,Sakichi Satô,,,M
58648,Victor Rivers,Cuba,1955-10-01,M
58650,Raymond Cruz,USA,1961-07-09,M
58737,Jack McBrayer,USA,1973-05-27,M
58744,Michael Bacall,,1973-04-19,M
58754,Haley Bennett,USA,1988-01-07,F
58778,Nina Young,,1966-01-01,F
58787,Giannina Facio,Costa Rica,1955-09-10,F
58950,Greg Collins,USA,1952-12-08,M
58966,Deirdre Lovejoy,USA,1962-06-30,F
59026,Peyton Reed,USA,1964-07-03,M
59031,Didier Bourdon,Algérie,1959-01-23,M
59032,Isabelle Candelier,,1963-06-12,F
59085,Ian Porter,,,
59162,Ed Wheeler,,,M
59185,Kendall Cross,,,F
59233,Scoot McNairy,USA,1977-11-11,M
59238,Chris Marquette,USA,1984-10-03,M
59242,Desiree Zurowski,Canada,,F
59270,Riccardo Scamarcio,Italy,1979-11-13,M
59281,Steven Randazzo,,,M
59285,Ezra Buzzington,Indiana,,M
59291,Alexandre Aja,France,1978-08-07,M
59357,Teddy Newton,USA,,M
59373,Mélanie Thierry,France,1981-07-17,F
59620,Gemma Arterton,England,1986-02-02,F
59784,Carlos Alazraqui,USA,1962-07-20,M
59807,Élodie Bouchez,France,1973-04-05,F
59817,Jaimie Alexander,USA,1984-03-12,F
59998,Greg McLean,,,M
60073,Brie Larson,USA,1989-10-01,F
60074,Jeff Garlin,USA,1962-06-05,M
60118,John Bedford Lloyd,USA,1956-01-02,M
60121,John Di Benedetto,,,M
60232,David Cowgill,USA,1960-12-08,M
60237,John A. Davis,USA,1963-07-04,M
60279,Fred Tatasciore,USA,,M
60286,Ralph Garman,USA,1964-11-17,M
60287,Charles Carroll,USA,1952-05-12,M
60348,Dave Legeno,UK,1963-10-12,M
60416,Alex Ferns,Scotland,1968-10-13,M
60634,Marty Belafsky,,1975-09-19,M
60650,Michael Paré,US,1958-10-09,M
60677,Brad Leland,USA,1954-09-15,M
60846,Pat Healy,USA,1971-09-14,M
60874,Dane Rhodes,,,M
60898,Sebastian Stan,Romania,1982-08-13,M
60916,Buck Holland,USA,1934-05-24,
61011,Clarke Peters,USA,1952-04-07,M
61016,Joe Forbrich,,,M
61079,Annie O'Donnell,,,F
61110,Fred Armisen,U.S.,1966-12-04,M
61164,Craig March,Canada,,M
61241,Tony Lip,,1930-07-30,M
61259,Dominic Scott Kay,USA,1996-05-06,M
61510,Christopher Denham,,,
61568,Edgar Arreola,,,M
61604,Penny Balfour,,,F
61605,Ron Crawford,,1945-10-11,M
61606,Jean Bejote Njamba,,,M
61607,Adam LeFevre,USA,1950-08-11,M
61610,Lee Delong,,,F
61611,Eric Balliet,,,
61614,Jerry Di Giacomo,,,M
61623,Tonio Descanvelle,,,
61697,Sung Kang,USA,1972-04-08,M
61704,Al Leong,U.S.,1952-09-30,M
61705,Woon Young Park,Korea,1971-06-12,M
61854,Shane Edelman,,,M
61964,Estelle Harris,USA,1932-04-04,F
61969,Phil Proctor,USA,1940-07-28,M
61981,Michael Clarke Duncan,USA,1957-12-10,M
61985,Olivier Baroux,France,1964-01-05,M
62003,James Morrison,USA,1954-04-21,M
62064,Chris Pine,USA,1980-08-26,M
62081,Michael Damian,USA,1962-04-26,M
62105,Kerry Condon,Ireland,1983-01-04,F
62108,Mike Lambert,,1971-05-01,M
62127,Lonette McKee,Michigan,1954-07-22,F
62133,Sarah Francis,,,
62389,Danny Jacobs,U.S.,1968-07-07,M
62439,David Belle,France,1973-04-29,M
62444,François Chattot,,,
62447,Samir Guesmi,France,1967-10-07,M
62451,Warren Zavatta,,1968-03-26,M
62452,Ludovic Berthillot,France,1969-04-24,M
62531,Valérie Lemercier,France,1964-03-09,F
62535,Christian Hecq,Belgique,1964-05-24,
62536,Julia Molkhou,,,
62561,Tessa Thompson,USA,1983-10-03,F
62567,Karina Logue,,,F
62595,Mary Pat Gleason,USA,1950-02-23,F
62711,Darryl Quon,,,M
62752,Damon Herriman,Australia,1970-03-31,M
62784,Billy Slaughter,USA,1980-06-03,M
62787,Rio Hackford,,,M
62842,Eddie Griffin,USA,1968-07-15,M
62892,Anatole Taubman,Switzerland,1970-12-23,M
62937,Sai-Kit Yung,,,M
62976,Eleanor Matsuura,Japan,1983-01-01,F
63111,Ben Livingston,USA,,M
63174,Rémy Belvaux,Belgium,1966-11-10,M
63208,Tommy Chong,Canada,1938-05-24,M
63242,Jacqueline Poelvoorde-Pappaert,,,
63296,J. C. MacKenzie,Canada,1970-10-17,M
63306,James Watkins,UK,1973-05-20,M
63360,Denis Conway,,,M
63362,Ned Dennehy,Ireland,1965-12-08,M
63364,Brian Gleeson,Ireland,1987-11-14,M
63408,Joël Demarty,,,M
63608,Jason Watkins,UK,1966-10-28,M
63973,Matteo Garrone,Italy,1968-10-15,M
63978,Jodi Benson,USA,1961-10-10,F
64012,Julie Fournier,,1982-01-01,F
64189,Ara Celi,U.S.,1974-05-31,F
64205,Alexandre Arcady,Algeria,1947-03-17,M
64210,Maïwenn,France,1976-04-17,F
64342,Craig Robinson,USA,1971-10-25,M
64445,Elisa Gabrielli,,,
64541,Wladimir Yordanoff,France,1954-03-28,M
64550,Renée Le Calm,France,1918-09-18,F
64575,Laurent Tirard,,,
64584,Valérie Moreau,,,F
64590,Judith El Zein,France,1976-11-01,F
64645,Philippe Duclos,,,M
64901,Gordon Chan,China,1959-11-30,M
64908,LisaGay Hamilton,United States,1964-03-25,F
64909,Jean-Marie Poiré,France,1945-07-10,M
64913,Marie-Anne Chazel,France,1951-09-19,F
65007,Vanessa Paradis,France,1972-12-22,F
65054,Rainer Bock,Germany,1954-01-01,M
65190,Philip G. Atwell,,,M
65196,Nadine Velázquez,USA,1978-11-20,F
65516,Jean-Pierre Rambal,France,1931-09-13,
65524,Ioan Gruffudd,UK,1973-10-06,M
65568,James Sikking,United States,1934-03-05,M
65569,Emmanuel Mouret,France,1970-06-30,M
65572,Frédérique Bel,France,1975-03-24,F
65717,Jon Hamm,USA,1971-03-10,M
65729,Sebastian Tillinger,,,M
65731,Sam Worthington,UK,1976-08-02,M
65808,Fulvio Cecere,Canada,1960-03-11,M
65827,Keith David,USA,1956-06-04,M
65924,Christopher Wynkoop,,,
65975,Yuen Cheung-Yan,China,,M
65987,Rosamund Kwan,Hong Kong,1962-09-24,F
66032,Philippe Duquesne,France,1960-01-01,M
