id,nom,id,titre,annee,nbSpectateurs,idRealisateur,idGenre
35,Comédie,268523,Libre et assoupi,2014,,78223,35
16,Animation,269149,Zootopie,2016,127973024,76595,16
18,Drame,271674,Suite Française,2014,1138089,73460,18
35,Comédie,271718,Crazy Amy,2015,17599474,41039,35
18,Drame,271736,The Program,2015,410806,3224,18
10749,Romance,272435,Gemma Bovery,2014,19337,48583,10749
80,Crime,273248,Les 8 Salopards,2015,19470014,138,80
28,Action,273481,Sicario,2015,10503227,137427,28
14,Fantastique,274854,Le dernier chasseur de sorcières,2015,18367113,52609,14
35,Comédie,277230,La liste de mes envies,2014,,237066,35
12,Aventure,278927,Le Livre de la jungle,2016,120818825,15277,12
37,Western,281957,The Revenant,2015,66618812,223,37
18,Drame,283227,Les Jardins du roi,2015,,4566,18
28,Action,283995,Les gardiens de la galaxie Vol. 2,2017,107969506,15218,28
28,Action,284053,Thor : Ragnarok,2017,106747140,55934,28
18,Drame,285387,Colt 45,2014,,72611,18
53,Thriller,285923,Double Feature: Grindhouse,2007,3177761,2294,53
35,Comédie,286101,Des Lendemains qui chantent,2014,,1351706,35
18,Drame,286217,Seul sur Mars,2015,78770236,578,18
35,Comédie,289151,Bon rétablissement !,2014,,37633,35
35,Comédie,289153,Tu veux ou tu veux pas,2014,,125037,35
14,Fantastique,289171,Le Grimoire d'Arkandias,2014,,225890,14
10749,Romance,290512,La Montagne entre nous,2017,7854026,357,10749
80,Crime,290751,Aux yeux de tous,2015,4356873,21807,80
28,Action,291805,Insaisissables 2,2016,41862667,54507,28
18,Drame,293767,Un jour dans la vie de Billy Lynn,2016,3866373,1614,18
53,Thriller,296098,Le Pont des espions,2015,20684793,488,53
28,Action,297761,Suicide Squad,2016,93200006,19769,28
28,Action,297762,Wonder Woman,2017,102730876,6884,28
35,Comédie,298614,Une heure de tranquillité,2014,,37626,35
12,Aventure,299534,Avengers: Endgame,2019,,19271,12
12,Aventure,299536,Avengers : Infinity War,2018,255779954,19271,12
35,Comédie,301337,Downsizing,2017,6875486,13235,35
12,Aventure,301528,Toy Story 4,2019,134174324,84496,12
80,Crime,302946,Mr Wolff,2016,19395005,77003,80
18,Drame,306819,The Danish girl,2015,8023940,70500,18
35,Comédie,309345,Un chapeau de paille d'Italie,2012,,1723792,35
12,Aventure,309809,Le Petit Prince,2015,12196406,57741,12
28,Action,311324,La Grande Muraille,2016,41494638,607,28
10749,Romance,314405,Tale of Tales,2015,,63973,10749
18,Drame,316000,Miles Ahead,2016,432558,1896,18
18,Drame,322125,Un homme idéal,2015,,225407,18
14,Fantastique,322240,Ma vie de chat,2016,7226805,5174,14
28,Action,324668,Jason Bourne,2016,51935614,25598,28
80,Crime,324807,A Bigger Splash,2015,943219,78160,80
80,Crime,325789,Infiltrator,2016,1929601,144221,80
35,Comédie,326597,Tom est tout seul,1995,,74112,35
18,Drame,329718,Altamira,2016,,58220,18
35,Comédie,329809,L'Hermine,2015,,72005,35
18,Drame,330764,Le tout nouveau testament,2015,,107490,18
12,Aventure,332794,L'Odyssée,2016,1215364,69987,12
12,Aventure,333484,Les Sept Mercenaires,2016,20295079,20907,12
28,Action,333669,Bastille Day,2016,1799699,63306,28
28,Action,334074,Survivor,2015,,11266,28
10752,Guerre,334517,Jadotville,2016,,1450229,10752
28,Action,335988,Transformers : The Last Knight,2017,75678144,865,28
18,Drame,336804,Mustang,2015,31250,1128442,18
28,Action,337339,Fast & Furious 8,2017,154845595,37932,28
18,Drame,338189,Juste la fin du monde,2016,,143593,18
28,Action,339403,Baby Driver,2017,28368135,11090,28
53,Thriller,339527,Prémonitions,2015,2823357,1032011,53
53,Thriller,340357,Avril et le monde truqué,2015,,1484008,53
80,Crime,340677,I.T.,2016,,12028,80
35,Comédie,342281,Une famille à louer,2015,,145117,35
35,Comédie,342878,Un moment d'égarement,2015,,58324,35
35,Comédie,343702,Comme un avion,2015,,21769,35
35,Comédie,344268,Les Nouvelles Aventures D'Aladin,2015,,1366322,35
53,Thriller,345887,Equalizer 2,2018,12760545,20907,53
35,Comédie,347031,Swiss Army Man,2016,526306,1317730,35
10752,Guerre,351192,"En mai, fais ce qu'il te plaît",2015,,70221,10752
18,Drame,352188,Je suis à vous tout de suite,2015,,523463,18
28,Action,353491,La tour sombre,2017,14153884,74752,28
36,Histoire,354859,La Promesse,2016,,2589,36
35,Comédie,358725,Saint Amour,2016,,71930,35
18,Drame,359724,Le Mans 66,2019,27600375,366,18
80,Crime,359940,Three Billboards : Les Panneaux de la vengeance,2017,19815874,54472,80
18,Drame,360225,Un début prometteur,2015,,230064,18
28,Action,363088,Ant-Man et la guêpe,2018,77834267,59026,28
18,Drame,363676,Sully,2016,30099702,190,18
35,Comédie,366566,Le Grand Partage,2015,,20073,35
10751,Familial,366668,"Playmobil, le film",2019,,1123657,10751
35,Comédie,369776,Les Tuche 2 : Le rêve américain,2016,,61985,35
35,Comédie,369781,Amis publics,2016,,1539943,35
35,Comédie,371865,Ma Loute,2016,115089,95901,35
35,Comédie,373960,Pension complète,2015,,1011158,35
80,Crime,374617,Imperium,2016,4375,1458114,80
35,Comédie,375804,Camping 3,2016,,74112,35
36,Histoire,377263,Frantz,2016,110059,4387,36
28,Action,379149,The Foreigner,2017,18171762,10702,28
18,Drame,381255,Éperdument,2016,,1186095,18
18,Drame,381262,Au nom de ma fille,2016,200000,140518,18
18,Drame,381283,mother!,2017,5564624,6431,18
35,Comédie,381353,Rosalie Blum,2016,,52344,35
35,Comédie,381356,Five,2016,,1528536,35
18,Drame,382509,Cézanne et moi,2016,,1963,18
35,Comédie,382589,Rock'n Roll,2017,,19866,35
10402,Musique,382595,Dalida,2016,433,229568,10402
28,Action,383498,Deadpool 2,2018,92693426,40684,28
35,Comédie,383869,Retour chez ma mère,2016,,121588,35
28,Action,384018,Fast & Furious : Hobbs & Shaw,2019,95012374,40684,28
35,Comédie,384727,L'Idéal,2016,,56405,35
12,Aventure,390062,Jungle,2017,,59998,12
80,Crime,392044,Le crime de l'Orient-Express,2017,43979912,11181,80
35,Comédie,392140,Ma famille t'adore déjà !,2016,,54170,35
18,Drame,392794,La Danseuse,2016,,1605612,18
35,Comédie,393407,Ils sont partout,2016,,2245,35
35,Comédie,395769,Primaire,2017,,549017,35
80,Crime,396371,Le Grand Jeu,2017,7410501,13520,80
35,Comédie,398920,Il a déjà tes yeux,2017,,136745,35
12,Aventure,398933,Tout là-haut,2017,,54274,12
35,Comédie,398947,Le Petit Spirou,2017,,967600,35
10402,Musique,399049,"Jeannette, l'enfance de Jeanne d'Arc",2018,,95901,10402
18,Drame,399121,J’accuse,2019,,3556,18
28,Action,399170,Logan Lucky,2017,6056700,1884,28
28,Action,399361,Triple frontière,2019,,556172,28
28,Action,399579,Alita : Battle Angel,2019,50606567,2294,28
28,Action,400106,Bright,2017,,19769,28
18,Drame,401200,Kursk,2018,,4453,18
9648,Mystère,401981,Red Sparrow,2018,18498524,10943,9648
18,Drame,403300,Une vie cachée,2019,379212,30715,18
10751,Familial,404368,Ralph 2.0,2018,66152644,165787,10751
18,Drame,406997,Wonder,2017,,19311,18
99,Documentaire,410718,Avant le déluge,2016,,26473,99
18,Drame,413362,L'Affaire Roman J.,2017,1492847,57113,18
80,Crime,414063,Le Fidèle,2017,,236859,80
14,Fantastique,420809,Maléfique : Le pouvoir du mal,2019,48248784,20307,14
12,Aventure,420817,Aladdin,2019,130951549,956,12
28,Action,423204,La Chute du président,2019,16670681,76422,28
12,Aventure,423453,Sahara,2017,975000,1701518,12
35,Comédie,424619,Les Tuche 3,2018,,61985,35
14,Fantastique,426543,Casse-noisette et les quatre royaumes,2018,7440330,4945,14
35,Comédie,428756,Marie-Francine,2017,,62531,35
35,Comédie,428902,CoinCoin et les Z'inhumains,2018,,95901,35
18,Drame,429070,Les Fantômes d'Ismaël,2017,,38883,18
18,Drame,431135,Eva,2018,,229263,18
16,Animation,431693,Les Incognitos,2019,,587699,16
10749,Romance,431937,Mr & Mme Adelman,2017,,932524,10749
35,Comédie,432068,Le Sens de la fête,2017,2975000,84425,35
18,Drame,432616,La Promesse de l'aube,2017,,563586,18
35,Comédie,432618,Coexister,2017,,544655,35
35,Comédie,432974,L'excès Contraire,1988,,21175,35
99,Documentaire,432976,Icare,2017,,1208891,99
10749,Romance,434273,Un profil pour deux,2017,,933226,10749
35,Comédie,437399,Chacun sa vie,2017,,16862,35
35,Comédie,440762,Jay and Silent Bob Reboot,2019,126413,19303,35
35,Comédie,443401,La Deuxième Étoile,2017,,136745,35
27,Horreur,443791,Underwater,2020,4202178,125324,27
35,Comédie,446044,Les Ex,2017,,132542,35
18,Drame,446354,Pentagon Papers,2017,21812932,488,18
27,Horreur,449684,Girls with Balls,2019,,1337034,27
18,Drame,451646,Mon Garçon,2017,,70221,18
18,Drame,451657,Jusqu'à la garde,2018,10181,19077,18
35,Comédie,452187,Le Brio,2017,,2245,35
35,Comédie,452188,Daddy Cool,2017,,1364491,35
28,Action,453405,Gemini Man,2019,21683689,1614,28
35,Comédie,456165,La ch'tite famille,2018,,37627,35
35,Comédie,457335,Guns Akimbo,2020,,1422673,35
28,Action,458156,John Wick 3 : Parabellum,2019,40837412,40644,28
35,Comédie,458423,Mamma Mia ! Here We Go Again,2018,1507936,17510,35
35,Comédie,462503,Les Grands Esprits,2017,,1580866,35
18,Drame,463387,Un peuple et son roi,2018,,56382,18
28,Action,463906,Le Saint,2017,,5917,28
18,Drame,466272,Once Upon a Time… in Hollywood,2019,46781405,138,18
35,Comédie,467482,Un homme pressé,2018,,130663,35
80,Crime,468202,La Fille dans le brouillard,2017,,1563462,80
18,Drame,468207,La villa,2017,,5069,18
35,Comédie,469055,La Finale,2018,,1862161,35
53,Thriller,470894,At First Light,2018,,1046127,53
35,Comédie,471856,Doubles vies,2018,,21678,35
35,Comédie,474331,Au Poste !,2018,,133398,35
80,Crime,475557,Joker,2019,134052222,57130,80
10752,Guerre,478508,Les Confins du monde,2018,,17623,10752
36,Histoire,478820,L'Empereur de Paris,2018,,58324,36
35,Comédie,480490,"Vitalium, Valentine !",2017,,1134661,35
35,Comédie,481762,"Neuilly sa mère, sa mère !",2018,,1335250,35
18,Drame,484482,Le Grand Bain,2018,,54291,18
18,Drame,484751,Sauver ou périr,2018,,1014557,18
18,Drame,484901,Frères ennemis,2018,,585161,18
18,Drame,485189,"Plaire, aimer et courir vite",2018,,76910,18
18,Drame,487476,Le Jeu,2018,,77008,18
18,Drame,487631,Adoration,2020,,72611,18
18,Drame,489415,Voyez comme on danse,2018,,21175,18
35,Comédie,490422,"Mme Mills, une voisine si parfaite",2018,,1957,35
18,Drame,491472,At Eternity's Gate,2018,,7482,18
18,Drame,500860,Nevada,2019,143071,131827,18
18,Drame,501907,Un ami extraordinaire,2019,,177532,18
35,Comédie,510452,All Inclusive,2019,,74112,35
35,Comédie,510456,Chacun pour tous,2018,,1185267,35
18,Drame,512056,Adults in the Room,2019,,27436,18
35,Comédie,514239,Les Vieux Fourneaux,2018,,929142,35
35,Comédie,515001,Jojo Rabbit,2019,,55934,35
18,Drame,515047,La Chute de l'empire américain,2018,,38516,18
35,Comédie,515841,Je ne suis pas un homme facile,2018,,583851,35
35,Comédie,516525,Seth Rogen's Hilarity for Charity,2018,,109744,35
18,Drame,517909,The Laundromat : L'affaire des Panama Papers,2019,,1884,18
35,Comédie,519106,En liberté !,2018,,51116,35
18,Drame,525428,Waiting for Anya,2020,,1297483,18
35,Comédie,528773,"Tanguy, le retour",2019,,20849,35
53,Thriller,529983,The Poison Rose,2019,,21792,53
35,Comédie,531735,Ibiza,2019,,146000,35
35,Comédie,536869,Cats,2019,8994364,70500,35
35,Comédie,538065,Braquer Poitiers,2019,,2124120,35
35,Comédie,542830,Nous finirons ensemble,2019,,19866,35
35,Comédie,544345,Just a Gigolo,2019,,61985,35
36,Histoire,544510,Edmond,2019,,431148,36
9648,Mystère,546554,À couteaux tirés,2019,31624571,67367,9648
18,Drame,551332,Les Deux Papes,2019,29079,8557,18
18,Drame,559401,Sibyl,2019,,1175620,18
18,Drame,566454,Le Mystère Henri Pick,2019,,71506,18
35,Comédie,567604,Deadpool 2 : Il était une fois Deadpool,2018,,40684,35
80,Crime,581528,"Le gangster, le flic et l'assassin",2019,3118187,1910480,80
18,Drame,582906,Les Éblouis,2019,,1402424,18
18,Drame,583268,Deux moi,2019,,17520,18
16,Animation,586940,J'ai perdu mon corps,2019,,550481,16
12,Aventure,589982,Donne-moi des ailes,2019,,139818,12
35,Comédie,590017,Le dindon,2019,,72327,35
35,Comédie,592480,Alice et le maire,2019,,1177758,35
35,Comédie,595867,Chambre 212,2019,,76910,35
35,Comédie,595975,La belle époque,2019,,932524,35
53,Thriller,595985,Cold Blood Legacy - La mémoire du sang,2019,,1049006,53
35,Comédie,611241,Andy,2019,,1804517,35
18,Drame,612368,Au nom de la terre,2019,,2351966,18
35,Comédie,613367,Papi Sitter,2020,,74114,35
99,Documentaire,631143,QT8 : The First Eight,2019,,1188493,99
99,Documentaire,669778,Les 60 ans du one-man-show,2020,,2529489,99
